"normalized_text","expected_text","usage_count","suggested_audio_key","source_page_ids","source_sections","surface_types"
"lăng gia long ở đâu?","Lăng Gia Long ở đâu?","1","audio-authored-lang-gia-long-o-dau-cef4e0a784","viet-family-city-hue-atm-gia-long-tomb","explore-next","phrase"
"làng gốm thanh hà","Làng gốm Thanh Hà","1","audio-authored-lang-gom-thanh-ha-3243968343","viet-family-city-hoian-go-thanh-ha","place-anchor","phrase"
"làng gốm thanh hà ở đâu?","Làng gốm Thanh Hà ở đâu?","1","audio-authored-lang-gom-thanh-ha-o-dau-e89ea13e2f","viet-family-city-hoian-go-thanh-ha","when-to-use","phrase"
"làng hương thủy xuân","Làng hương Thủy Xuân","1","audio-authored-lang-huong-thuy-xuan-a4e21804da","viet-family-city-hue-go-thuy-xuan-incense-village","place-anchor","phrase"
"làng hương thủy xuân ở đâu?","Làng hương Thủy Xuân ở đâu?","1","audio-authored-lang-huong-thuy-xuan-o-dau-b543d77ef0","viet-family-city-hue-go-thuy-xuan-incense-village","when-to-use","phrase"
"lăng khải định","Lăng Khải Định","1","audio-authored-lang-khai-dinh-f288b1b267","viet-family-city-hue-atm-khai-dinh-tomb","place-anchor","phrase"
"lăng khải định ở đâu?","Lăng Khải Định ở đâu?","1","audio-authored-lang-khai-dinh-o-dau-8084366804","viet-family-city-hue-atm-khai-dinh-tomb","when-to-use","phrase"
"lăng minh mạng","Lăng Minh Mạng","1","audio-authored-lang-minh-mang-72102727f8","viet-family-city-hue-atm-minh-mang-tomb","place-anchor","phrase"
"lăng minh mạng ở đâu?","Lăng Minh Mạng ở đâu?","1","audio-authored-lang-minh-mang-o-dau-adb8833ae9","viet-family-city-hue-atm-minh-mang-tomb","when-to-use","phrase"
"làng mộc kim bồng","Làng mộc Kim Bồng","1","audio-authored-lang-moc-kim-bong-d04a2fccd8","viet-family-city-hoian-go-kim-bong-carpentry-village","place-anchor","phrase"
"làng mộc kim bồng ở đâu?","Làng mộc Kim Bồng ở đâu?","1","audio-authored-lang-moc-kim-bong-o-dau-d215e7a28c","viet-family-city-hoian-go-kim-bong-carpentry-village","when-to-use","phrase"
"làng rau trà quế","Làng rau Trà Quế","1","audio-authored-lang-rau-tra-que-7657234b1c","viet-family-city-hoian-go-tra-que","place-anchor","phrase"
"làng rau trà quế ở đâu?","Làng rau Trà Quế ở đâu?","1","audio-authored-lang-rau-tra-que-o-dau-8f9cc2e05f","viet-family-city-hoian-go-tra-que","when-to-use","phrase"
"lăng tự đức","Lăng Tự Đức","1","audio-authored-lang-tu-duc-da4ab18573","viet-family-city-hue-go-tu-duc","place-anchor","phrase"
"lăng tự đức ở đâu?","Lăng Tự Đức ở đâu?","1","audio-authored-lang-tu-duc-o-dau-4b316e133b","viet-family-city-hue-go-tu-duc","when-to-use","phrase"
"les jardins de la carambole","Les Jardins de la Carambole","1","audio-authored-les-jardins-de-la-carambole-f6ee3d6d4e","viet-family-city-hue-atm-les-jardins","place-anchor","phrase"
"les jardins de la carambole ở đâu?","Les Jardins de la Carambole ở đâu?","1","audio-authored-les-jardins-de-la-carambole-o-dau-33b1ef63b9","viet-family-city-hue-atm-les-jardins","explore-next","phrase"
"lối vào chợ an cựu ở đâu?","Lối vào Chợ An Cựu ở đâu?","1","audio-authored-loi-vao-cho-an-cuu-o-dau-aa5f716b8e","viet-family-city-hue-atm-an-cuu-market","when-to-use","phrase"
"lối vào chợ bến thành ở đâu?","Lối vào Chợ Bến Thành ở đâu?","1","audio-authored-loi-vao-cho-ben-thanh-o-dau-ff47f6afb4","viet-family-city-hcmc-atm-ben-thanh-market","when-to-use","phrase"
"lối vào chợ bình tây ở đâu?","Lối vào Chợ Bình Tây ở đâu?","1","audio-authored-loi-vao-cho-binh-tay-o-dau-cd12f48e70","viet-family-city-hcmc-atm-binh-tay-market","when-to-use","phrase"
"lối vào chợ đêm nguyễn hoàng ở đâu?","Lối vào Chợ đêm Nguyễn Hoàng ở đâu?","1","audio-authored-loi-vao-cho-dem-nguyen-hoang-o-dau-dc6392bfa7","viet-family-city-hoian-entrance-nguyen-hoang-night-market","hero","hero"
"lối vào chợ đông ba ở đâu?","Lối vào Chợ Đông Ba ở đâu?","1","audio-authored-loi-vao-cho-dong-ba-o-dau-08959ffd7c","viet-family-city-hue-atm-dong-ba-market","when-to-use","phrase"
"lối vào chợ đồng xuân ở đâu?","Lối vào Chợ Đồng Xuân ở đâu?","1","audio-authored-loi-vao-cho-dong-xuan-o-dau-d1a016706b","viet-family-city-hanoi-atm-dong-xuan-market","when-to-use","phrase"
"lối vào chợ hoa hồ thị kỷ ở đâu?","Lối vào Chợ hoa Hồ Thị Kỷ ở đâu?","1","audio-authored-loi-vao-cho-hoa-ho-thi-ky-o-dau-3e8f57ff81","viet-family-city-hcmc-atm-ho-thi-ky-flower-market","when-to-use","phrase"
"lối vào chợ hội an ở đâu?","Lối vào Chợ Hội An ở đâu?","1","audio-authored-loi-vao-cho-hoi-an-o-dau-9fe3f9c261","viet-family-city-hoian-atm-market","when-to-use","phrase"
"lối vào chợ long biên ở đâu?","Lối vào Chợ Long Biên ở đâu?","1","audio-authored-loi-vao-cho-long-bien-o-dau-537f0c2942","viet-family-city-hanoi-atm-long-bien-market","when-to-use","phrase"
"miếu quan công","Miếu Quan Công","1","audio-authored-mieu-quan-cong-6eb9694a92","viet-family-city-hoian-go-quan-cong-temple","place-anchor","phrase"
"miếu quan công ở đâu?","Miếu Quan Công ở đâu?","1","audio-authored-mieu-quan-cong-o-dau-6df4b24cde","viet-family-city-hoian-go-quan-cong-temple","when-to-use","phrase"
"morning glory hội an","Morning Glory Hội An","1","audio-authored-morning-glory-hoi-an-23a4c1cd06","viet-family-city-hoian-go-morning-glory","place-anchor","phrase"
"morning glory hội an ở đâu?","Morning Glory Hội An ở đâu?","1","audio-authored-morning-glory-hoi-an-o-dau-e29baeec87","viet-family-city-hoian-go-morning-glory","when-to-use","phrase"
"một vé vào dinh độc lập","Một vé vào Dinh Độc Lập","1","audio-authored-mot-ve-vao-dinh-doc-lap-3694b08e5b","viet-family-city-hcmc-go-independence-palace","when-to-use","phrase"
"một vé vào kinh thành huế","Một vé vào Kinh thành Huế","1","audio-authored-mot-ve-vao-kinh-thanh-hue-9e2cee7056","viet-family-city-hue-atm-imperial-city","when-to-use","phrase"
"một vé vào ngũ hành sơn","Một vé vào Ngũ Hành Sơn","1","audio-authored-mot-ve-vao-ngu-hanh-son-56b84cbd10","viet-family-city-danang-go-marble-mountains","when-to-use","phrase"
"một vé vào phố cổ hội an","Một vé vào phố cổ Hội An","1","audio-authored-mot-ve-vao-pho-co-hoi-an-d266f3df2c","viet-family-city-hoian-ticket-ancient-town","hero","hero"
"một vé vào văn miếu","Một vé vào Văn Miếu","1","audio-authored-mot-ve-vao-van-mieu-aac798dc88","viet-family-city-hanoi-go-temple-literature","when-to-use","phrase"
"nén đà nẵng","Nén Đà Nẵng","1","audio-authored-nen-da-nang-762c6e4180","viet-family-city-danang-go-nen","place-anchor","phrase"
"ngũ hành sơn","Ngũ Hành Sơn","1","audio-authored-ngu-hanh-son-7cd09d8626","viet-family-city-danang-go-marble-mountains","place-anchor","phrase"
"nhà cổ tấn ký","Nhà cổ Tấn Ký","1","audio-authored-nha-co-tan-ky-b4e3c45de2","viet-family-city-hoian-go-tan-ky-old-house","place-anchor","phrase"
"nhà cổ tấn ký ở đâu?","Nhà cổ Tấn Ký ở đâu?","1","audio-authored-nha-co-tan-ky-o-dau-a0ac80f05b","viet-family-city-hoian-go-tan-ky-old-house","when-to-use","phrase"
"nhà hàng anăn sài gòn ở đâu?","Nhà hàng Anăn Sài Gòn ở đâu?","1","audio-authored-nha-hang-anan-sai-gon-o-dau-9bad470f84","viet-family-city-hcmc-where-anan","hero","hero"
"nhà hàng nén đà nẵng ở đâu?","Nhà hàng Nén Đà Nẵng ở đâu?","1","audio-authored-nha-hang-nen-da-nang-o-dau-d7632fcda8","viet-family-city-danang-go-nen","when-to-use","phrase"
"nhà hát lớn hà nội","Nhà hát Lớn Hà Nội","1","audio-authored-nha-hat-lon-ha-noi-bef24cb33c","viet-family-city-hanoi-go-opera-house","place-anchor","phrase"
"nhà hát lớn hà nội ở đâu?","Nhà hát Lớn Hà Nội ở đâu?","1","audio-authored-nha-hat-lon-ha-noi-o-dau-33f01f5b9d","viet-family-city-hanoi-go-opera-house","when-to-use","phrase"
"nhà hát múa rối thăng long","Nhà hát Múa rối Thăng Long","1","audio-authored-nha-hat-mua-roi-thang-long-bee079cc3d","viet-family-city-hanoi-place-water-puppet-theatre","hero","hero"
"nhà hát múa rối thăng long ở đâu?","Nhà hát Múa rối Thăng Long ở đâu?","1","audio-authored-nha-hat-mua-roi-thang-long-o-dau-a04b797640","viet-family-city-hanoi-place-water-puppet-theatre","place-brief","phrase"
"nhà hát thành phố","Nhà hát Thành phố","1","audio-authored-nha-hat-thanh-pho-ce9596ab88","viet-family-city-hcmc-go-opera-house","place-anchor","phrase"
"nhà hát thành phố ở đâu?","Nhà hát Thành phố ở đâu?","1","audio-authored-nha-hat-thanh-pho-o-dau-afa728f5c4","viet-family-city-hcmc-go-opera-house","when-to-use","phrase"
"nhà thờ con gà đà nẵng","Nhà thờ Con Gà Đà Nẵng","1","audio-authored-nha-tho-con-ga-da-nang-d73e3f6db2","viet-family-city-danang-atm-cathedral","place-anchor","phrase"
"nhà thờ con gà đà nẵng ở đâu?","Nhà thờ Con Gà Đà Nẵng ở đâu?","1","audio-authored-nha-tho-con-ga-da-nang-o-dau-314fb39d16","viet-family-city-danang-atm-cathedral","explore-next","phrase"
"nhà thờ đức bà sài gòn","Nhà thờ Đức Bà Sài Gòn","1","audio-authored-nha-tho-duc-ba-sai-gon-65fbc315f7","viet-family-city-hcmc-go-notre-dame","place-anchor","phrase"
"nhà thờ đức bà sài gòn ở đâu?","Nhà thờ Đức Bà Sài Gòn ở đâu?","1","audio-authored-nha-tho-duc-ba-sai-gon-o-dau-725bb5e1cf","viet-family-city-hcmc-go-notre-dame","when-to-use","phrase"
"nhà thờ lớn hà nội","Nhà thờ Lớn Hà Nội","1","audio-authored-nha-tho-lon-ha-noi-b724787e93","viet-family-city-hanoi-go-st-joseph-cathedral","place-anchor","phrase"
"nhà thờ lớn hà nội ở đâu?","Nhà thờ Lớn Hà Nội ở đâu?","1","audio-authored-nha-tho-lon-ha-noi-o-dau-e4c23d3864","viet-family-city-hanoi-go-st-joseph-cathedral","when-to-use","phrase"
"nhà thờ phủ cam","Nhà thờ Phủ Cam","1","audio-authored-nha-tho-phu-cam-aa283c1b46","viet-family-city-hue-go-phu-cam-church","place-anchor","phrase"
"nhà thờ phủ cam ở đâu?","Nhà thờ Phủ Cam ở đâu?","1","audio-authored-nha-tho-phu-cam-o-dau-62b4cb426b","viet-family-city-hue-go-phu-cam-church","when-to-use","phrase"
"nhà tù hỏa lò","Nhà tù Hỏa Lò","1","audio-authored-nha-tu-hoa-lo-c1d28e4722","viet-family-city-hanoi-atm-hoa-lo-prison","place-anchor","phrase"
"nhà tù hỏa lò ở đâu?","Nhà tù Hỏa Lò ở đâu?","1","audio-authored-nha-tu-hoa-lo-o-dau-b484b4af01","viet-family-city-hanoi-atm-hoa-lo-prison","when-to-use","phrase"
"phở bát đàn","Phở Bát Đàn","1","audio-authored-pho-bat-dan-5484f2c6ca","viet-family-city-hanoi-go-pho-bat-dan","place-anchor","phrase"
"phở bát đàn ở đâu?","Phở Bát Đàn ở đâu?","1","audio-authored-pho-bat-dan-o-dau-83990a6d09","viet-family-city-hanoi-go-pho-bat-dan","when-to-use","phrase"
"phố bùi viện","Phố Bùi Viện","1","audio-authored-pho-bui-vien-120e855cda","viet-family-city-hcmc-atm-bui-vien-street","place-anchor","phrase"
"phố bùi viện ở đâu?","Phố Bùi Viện ở đâu?","1","audio-authored-pho-bui-vien-o-dau-af041ae0ba","viet-family-city-hcmc-atm-bui-vien-street","explore-next","phrase"
"phố cổ bao vinh","Phố cổ Bao Vinh","1","audio-authored-pho-co-bao-vinh-32eb0a803a","viet-family-city-hue-atm-bao-vinh-ancient-town","place-anchor","phrase"
"phố cổ bao vinh gần đây không?","Phố cổ Bao Vinh gần đây không?","1","audio-authored-pho-co-bao-vinh-gan-day-khong-069438b784","viet-family-city-hue-atm-bao-vinh-ancient-town","when-to-use","phrase"
"phố cổ bao vinh ở đâu?","Phố cổ Bao Vinh ở đâu?","1","audio-authored-pho-co-bao-vinh-o-dau-7437b9f44b","viet-family-city-hue-where-bao-vinh-ancient-town","hero","hero"
"phố cổ hà nội","Phố cổ Hà Nội","1","audio-authored-pho-co-ha-noi-3a9c474cdb","viet-family-city-hanoi-atm-old-quarter","place-anchor","phrase"
"phố cổ hà nội gần đây không?","Phố cổ Hà Nội gần đây không?","1","audio-authored-pho-co-ha-noi-gan-day-khong-08afb3ab57","viet-family-city-hanoi-atm-old-quarter","when-to-use","phrase"
"phố cổ hà nội ở đâu?","Phố cổ Hà Nội ở đâu?","1","audio-authored-pho-co-ha-noi-o-dau-244e0acb6a","viet-family-city-hanoi-atm-old-quarter","explore-next","phrase"
"phố cổ hội an","Phố cổ Hội An","1","audio-authored-pho-co-hoi-an-dad0e3f293","viet-family-city-hoian-atm-ancient-town","place-anchor","phrase"
"phố cổ hội an gần đây không?","Phố cổ Hội An gần đây không?","1","audio-authored-pho-co-hoi-an-gan-day-khong-59789659cf","viet-family-city-hoian-atm-ancient-town","when-to-use","phrase"
"phố cổ hội an ở đâu?","Phố cổ Hội An ở đâu?","1","audio-authored-pho-co-hoi-an-o-dau-6ef2b2cedf","viet-family-city-hoian-where-ancient-town","hero","hero"
"phố đi bộ huế","Phố đi bộ Huế","1","audio-authored-pho-di-bo-hue-a8bcc9ad7d","viet-family-city-hue-place-walking-street","hero","hero"
"phố đi bộ huế ở đâu?","Phố đi bộ Huế ở đâu?","1","audio-authored-pho-di-bo-hue-o-dau-255aae3009","viet-family-city-hue-place-walking-street","place-brief","phrase"
"phố đi bộ nguyễn đình chiểu","Phố đi bộ Nguyễn Đình Chiểu","1","audio-authored-pho-di-bo-nguyen-dinh-chieu-44a42a9d42","viet-family-city-hue-go-nguyen-dinh-chieu-street","place-anchor","phrase"
"phố đi bộ nguyễn đình chiểu gần đây không?","Phố đi bộ Nguyễn Đình Chiểu gần đây không?","1","audio-authored-pho-di-bo-nguyen-dinh-chieu-gan-day-khong-f91f88d2ba","viet-family-city-hue-go-nguyen-dinh-chieu-street","when-to-use","phrase"
"phố đi bộ nguyễn đình chiểu ở đâu?","Phố đi bộ Nguyễn Đình Chiểu ở đâu?","1","audio-authored-pho-di-bo-nguyen-dinh-chieu-o-dau-11f8892859","viet-family-city-hue-go-nguyen-dinh-chieu-street","when-to-use","phrase"
"phố đi bộ nguyễn huệ","Phố đi bộ Nguyễn Huệ","1","audio-authored-pho-di-bo-nguyen-hue-2bf0e11ba1","viet-family-city-hcmc-atm-nguyen-hue","place-anchor","phrase"
"phố đi bộ nguyễn huệ gần đây không?","Phố đi bộ Nguyễn Huệ gần đây không?","1","audio-authored-pho-di-bo-nguyen-hue-gan-day-khong-bf41ef1860","viet-family-city-hcmc-atm-nguyen-hue","when-to-use","phrase"
"phố đường tàu hà nội","Phố đường tàu Hà Nội","1","audio-authored-pho-duong-tau-ha-noi-ee65be1d03","viet-family-city-hanoi-go-train-street","place-anchor","phrase"
"phố đường tàu hà nội ở đâu?","Phố đường tàu Hà Nội ở đâu?","1","audio-authored-pho-duong-tau-ha-noi-o-dau-101315f206","viet-family-city-hanoi-go-train-street","when-to-use","phrase"
"phố hàng bạc","Phố Hàng Bạc","1","audio-authored-pho-hang-bac-beafc75d60","viet-family-city-hanoi-atm-hang-bac-street","place-anchor","phrase"
"phố hàng bạc gần đây không?","Phố Hàng Bạc gần đây không?","1","audio-authored-pho-hang-bac-gan-day-khong-63afa34350","viet-family-city-hanoi-atm-hang-bac-street","when-to-use","phrase"
"phố hàng bạc ở đâu?","Phố Hàng Bạc ở đâu?","1","audio-authored-pho-hang-bac-o-dau-3d1cbc7b3f","viet-family-city-hanoi-atm-hang-bac-street","explore-next","phrase"
"phố hàng gai","Phố Hàng Gai","1","audio-authored-pho-hang-gai-fcaa0ed790","viet-family-city-hanoi-atm-hang-gai-street","place-anchor","phrase"
"phố hàng gai gần đây không?","Phố Hàng Gai gần đây không?","1","audio-authored-pho-hang-gai-gan-day-khong-ac7dc4ebe5","viet-family-city-hanoi-atm-hang-gai-street","when-to-use","phrase"
"phố hàng gai ở đâu?","Phố Hàng Gai ở đâu?","1","audio-authored-pho-hang-gai-o-dau-6464750f35","viet-family-city-hanoi-where-hang-gai-street","hero","hero"
"phở hòa pasteur","Phở Hòa Pasteur","1","audio-authored-pho-hoa-pasteur-8a55612d65","viet-family-city-hcmc-go-pho-hoa-pasteur","place-anchor","phrase"
"phở hòa pasteur ở đâu?","Phở Hòa Pasteur ở đâu?","1","audio-authored-pho-hoa-pasteur-o-dau-5eb3dcb7e8","viet-family-city-hcmc-go-pho-hoa-pasteur","when-to-use","phrase"
"phố phạm ngũ lão","Phố Phạm Ngũ Lão","1","audio-authored-pho-pham-ngu-lao-98f8f45da5","viet-family-city-hcmc-go-pham-ngu-lao-street","place-anchor","phrase"
"phố phan đình phùng","Phố Phan Đình Phùng","1","audio-authored-pho-phan-dinh-phung-96cad2143a","viet-family-city-hanoi-go-phan-dinh-phung-street","place-anchor","phrase"
"phố phan đình phùng ở đâu?","Phố Phan Đình Phùng ở đâu?","1","audio-authored-pho-phan-dinh-phung-o-dau-32d3e3590c","viet-family-city-hanoi-go-phan-dinh-phung-street","when-to-use","phrase"
"phố tạ hiện","Phố Tạ Hiện","1","audio-authored-pho-ta-hien-fb695b0958","viet-family-city-hanoi-go-ta-hien","place-anchor","phrase"
"phố tạ hiện ở đâu?","Phố Tạ Hiện ở đâu?","1","audio-authored-pho-ta-hien-o-dau-ba823123b6","viet-family-city-hanoi-go-ta-hien","when-to-use","phrase"
"phố trần phú","Phố Trần Phú","1","audio-authored-pho-tran-phu-1b1635024b","viet-family-city-hoian-go-tran-phu-street","place-anchor","phrase"
"phố trần phú ở đâu?","Phố Trần Phú ở đâu?","1","audio-authored-pho-tran-phu-o-dau-db15bc256a","viet-family-city-hoian-go-tran-phu-street","when-to-use","phrase"
"quận 1 gần đây không?","Quận 1 gần đây không?","1","audio-authored-quan-1-gan-day-khong-cac5063d07","viet-family-city-hcmc-near-district-1","hero","hero"
"quận 1 ở đâu?","Quận 1 ở đâu?","1","audio-authored-quan-1-o-dau-17be89aa5e","viet-family-city-hcmc-where-district-1","hero","hero"
"quán cà phê giảng ở đâu?","Quán cà phê Giảng ở đâu?","1","audio-authored-quan-ca-phe-giang-o-dau-864b6976c5","viet-family-city-hanoi-atm-giang-cafe","when-to-use","phrase"
"quảng trường ba đình","Quảng trường Ba Đình","1","audio-authored-quang-truong-ba-dinh-f6485982ee","viet-family-city-hanoi-atm-ba-dinh-square","place-anchor","phrase"
"quảng trường ba đình ở đâu?","Quảng trường Ba Đình ở đâu?","1","audio-authored-quang-truong-ba-dinh-o-dau-06a4f51668","viet-family-city-hanoi-atm-ba-dinh-square","explore-next","phrase"
"rạn nam ô","Rạn Nam Ô","1","audio-authored-ran-nam-o-f3cbae8893","viet-family-city-danang-go-nam-o-reef","place-anchor","phrase"
"reaching out tea house","Reaching Out Tea House","1","audio-authored-reaching-out-tea-house-66e6535b2f","viet-family-city-hoian-go-reach-out-tea-house","place-anchor","phrase"
"reaching out tea house ở đâu?","Reaching Out Tea House ở đâu?","1","audio-authored-reaching-out-tea-house-o-dau-9b461d9e88","viet-family-city-hoian-go-reach-out-tea-house","when-to-use","phrase"
"rừng dừa bảy mẫu","Rừng dừa Bảy Mẫu","1","audio-authored-rung-dua-bay-mau-86616e4ba7","viet-family-city-hoian-atm-bay-mau-coconut-forest","place-anchor","phrase"
"rừng dừa bảy mẫu ở đâu?","Rừng dừa Bảy Mẫu ở đâu?","1","audio-authored-rung-dua-bay-mau-o-dau-d14b2e9317","viet-family-city-hoian-atm-bay-mau-coconut-forest","when-to-use","phrase"
"sân bay đà nẵng","Sân bay Đà Nẵng","1","audio-authored-san-bay-da-nang-152a0e4b10","viet-family-city-danang-atm-airport","place-anchor","phrase"
"sân bay đà nẵng ở đâu?","Sân bay Đà Nẵng ở đâu?","1","audio-authored-san-bay-da-nang-o-dau-89d67fa1db","viet-family-city-danang-atm-airport","explore-next","phrase"
"sân bay nội bài","Sân bay Nội Bài","1","audio-authored-san-bay-noi-bai-d05e004837","viet-family-city-hanoi-go-noi-bai-airport","place-anchor","phrase"
"sân bay nội bài ở đâu?","Sân bay Nội Bài ở đâu?","1","audio-authored-san-bay-noi-bai-o-dau-12b39dc9ab","viet-family-city-hanoi-go-noi-bai-airport","when-to-use","phrase"
"sân bay phú bài","Sân bay Phú Bài","1","audio-authored-san-bay-phu-bai-d5c67cd22a","viet-family-city-hue-go-phu-bai-airport","place-anchor","phrase"
"sân bay phú bài ở đâu?","Sân bay Phú Bài ở đâu?","1","audio-authored-san-bay-phu-bai-o-dau-9e32a12323","viet-family-city-hue-go-phu-bai-airport","when-to-use","phrase"
"sân bay tân sơn nhất","Sân bay Tân Sơn Nhất","1","audio-authored-san-bay-tan-son-nhat-eece10f965","viet-family-city-hcmc-go-tan-son-nhat-airport","place-anchor","phrase"
"sân bay tân sơn nhất ở đâu?","Sân bay Tân Sơn Nhất ở đâu?","1","audio-authored-san-bay-tan-son-nhat-o-dau-4821b02591","viet-family-city-hcmc-go-tan-son-nhat-airport","when-to-use","phrase"
"sông hàn","Sông Hàn","1","audio-authored-song-han-0c389f11af","viet-family-city-danang-atm-han-river","place-anchor","phrase"
"sông hàn ở đâu?","Sông Hàn ở đâu?","1","audio-authored-song-han-o-dau-202906ef4f","viet-family-city-danang-where-han-river","hero","hero"
"sông hoài","Sông Hoài","1","audio-authored-song-hoai-b43d44c10a","viet-family-city-hoian-atm-hoai-river","place-anchor","phrase"
"sông hoài ở đâu?","Sông Hoài ở đâu?","1","audio-authored-song-hoai-o-dau-530eec1688","viet-family-city-hoian-atm-hoai-river","when-to-use","phrase"
"sông hương","Sông Hương","1","audio-authored-song-huong-c35e0a05ca","viet-family-city-hue-go-perfume-river","place-anchor","phrase"
"sông hương ở đâu?","Sông Hương ở đâu?","1","audio-authored-song-huong-o-dau-a30e84c1a2","viet-family-city-hue-go-perfume-river","when-to-use","phrase"
"sông sài gòn","Sông Sài Gòn","1","audio-authored-song-sai-gon-76ad5580da","viet-family-city-hcmc-go-saigon-river","place-anchor","phrase"
"sông sài gòn ở đâu?","Sông Sài Gòn ở đâu?","1","audio-authored-song-sai-gon-o-dau-37528758e2","viet-family-city-hcmc-go-saigon-river","when-to-use","phrase"
"sông thu bồn","Sông Thu Bồn","1","audio-authored-song-thu-bon-21ccb108aa","viet-family-city-hoian-go-thu-bon-river","place-anchor","phrase"
"sông thu bồn ở đâu?","Sông Thu Bồn ở đâu?","1","audio-authored-song-thu-bon-o-dau-67aea78d37","viet-family-city-hoian-go-thu-bon-river","when-to-use","phrase"
"tầm vị","Tầm Vị","1","audio-authored-tam-vi-1336abffcd","viet-family-city-hanoi-go-tam-vi","place-anchor","phrase"
"tầm vị ở đâu?","Tầm Vị ở đâu?","1","audio-authored-tam-vi-o-dau-b1adc2cdb6","viet-family-city-hanoi-go-tam-vi","when-to-use","phrase"
"tây hồ","Tây Hồ","1","audio-authored-tay-ho-e1feb07783","viet-family-city-hanoi-go-tay-ho","place-anchor","phrase"
"tây hồ ở đâu?","Tây Hồ ở đâu?","1","audio-authored-tay-ho-o-dau-9ce491d8b4","viet-family-city-hanoi-go-tay-ho","when-to-use","phrase"
"thánh địa mỹ sơn","Thánh địa Mỹ Sơn","1","audio-authored-thanh-dia-my-son-753e846337","viet-family-city-hoian-go-my-son-sanctuary","place-anchor","phrase"
"thánh địa mỹ sơn ở đâu?","Thánh địa Mỹ Sơn ở đâu?","1","audio-authored-thanh-dia-my-son-o-dau-c31ef93de1","viet-family-city-hoian-go-my-son-sanctuary","when-to-use","phrase"
"thảo cầm viên sài gòn","Thảo Cầm Viên Sài Gòn","1","audio-authored-thao-cam-vien-sai-gon-d9cacc4157","viet-family-city-hcmc-go-zoo-botanical-gardens","place-anchor","phrase"
"thảo cầm viên sài gòn ở đâu?","Thảo Cầm Viên Sài Gòn ở đâu?","1","audio-authored-thao-cam-vien-sai-gon-o-dau-5c612fd528","viet-family-city-hcmc-go-zoo-botanical-gardens","when-to-use","phrase"
"thảo điền","Thảo Điền","1","audio-authored-thao-dien-7bbac64f94","viet-family-city-hcmc-go-thao-dien","place-anchor","phrase"
"tòa nhà bitexco","Tòa nhà Bitexco","1","audio-authored-toa-nha-bitexco-ce74d5e48b","viet-family-city-hcmc-atm-bitexco-tower","place-anchor","phrase"
"tòa nhà bitexco ở đâu?","Tòa nhà Bitexco ở đâu?","1","audio-authored-toa-nha-bitexco-o-dau-35b41e3971","viet-family-city-hcmc-atm-bitexco-tower","explore-next","phrase"
"tôi có đặt bàn ở anăn sài gòn","Tôi có đặt bàn ở Anăn Sài Gòn","1","audio-authored-toi-co-dat-ban-o-anan-sai-gon-a7e04a920a","viet-family-city-hcmc-atm-anan-saigon","explore-next","phrase"
"tôi có đặt bàn ở les jardins de la carambole","Tôi có đặt bàn ở Les Jardins de la Carambole","1","audio-authored-toi-co-dat-ban-o-les-jardins-de-la-carambole-14074bfec4","viet-family-city-hue-atm-les-jardins","when-to-use","phrase"
"tôi có đặt bàn ở morning glory hội an","Tôi có đặt bàn ở Morning Glory Hội An","1","audio-authored-toi-co-dat-ban-o-morning-glory-hoi-an-a2be3e72df","viet-family-city-hoian-go-morning-glory","when-to-use","phrase"
"tôi có đặt bàn ở nén đà nẵng","Tôi có đặt bàn ở Nén Đà Nẵng","1","audio-authored-toi-co-dat-ban-o-nen-da-nang-fd3465f873","viet-family-city-danang-go-nen","when-to-use","phrase"
"tôi có đặt bàn ở tầm vị","Tôi có đặt bàn ở Tầm Vị","1","audio-authored-toi-co-dat-ban-o-tam-vi-f7c3384972","viet-family-city-hanoi-go-tam-vi","when-to-use","phrase"
"tôi muốn ăn bún bò huế","Tôi muốn ăn bún bò Huế","1","audio-authored-toi-muon-an-bun-bo-hue-5c5f5ccf1f","viet-family-city-hue-atm-bun-bo-city","when-to-use","phrase"
"tôi muốn ăn cao lầu ở hội an","Tôi muốn ăn cao lầu ở Hội An","1","audio-authored-toi-muon-an-cao-lau-o-hoi-an-f70cc5e0b9","viet-family-city-hoian-atm-cao-lau-city","when-to-use","phrase"
"tôi muốn ăn hải sản ở biển mỹ khê","Tôi muốn ăn hải sản ở biển Mỹ Khê","1","audio-authored-toi-muon-an-hai-san-o-bien-my-khe-60c0844f50","viet-family-city-danang-get-off-my-khe","when-to-use","phrase"
"tôi muốn đến dinh độc lập","Tôi muốn đến Dinh Độc Lập","1","audio-authored-toi-muon-den-dinh-doc-lap-4721c55c6e","viet-family-city-hcmc-go-independence-palace","when-to-use","phrase"
"tôi muốn mua quà ở hàng gai","Tôi muốn mua quà ở Hàng Gai","1","audio-authored-toi-muon-mua-qua-o-hang-gai-5d6234e6f6","viet-family-city-hanoi-atm-hang-gai-street","when-to-use","phrase"
"tôi muốn mua sim gần chợ bến thành","Tôi muốn mua SIM gần chợ Bến Thành","1","audio-authored-toi-muon-mua-sim-gan-cho-ben-thanh-ddfae9b82c","viet-family-city-hcmc-sim-ben-thanh","hero","hero"
"từ đây đến biển an bàng bao lâu?","Từ đây đến biển An Bàng bao lâu?","1","audio-authored-tu-day-den-bien-an-bang-bao-lau-3cb37fe77e","viet-family-city-hoian-time-an-bang","hero","hero"
