item_id,menu_type,category,subcategory,popular,vietnamese_item,english_translation,romanized_no_tones,sound_out,notes,at_a_glance,usually_includes,good_to_know,common_options,quick_say_vietnamese,quick_say_english,quick_say_sound_out,what_it_is,how_to_enjoy,how_locals_order,worth_knowing,regional_association,origin_posture,traveler_caution,helper_phrase_ids,order_line_audio_policy,editorial_status
food-be-thui-cuon-banh-trang,Food,Beef & goat,,false,Bê thui cuốn bánh tráng,Roasted veal with rice paper rolls,Be thui cuon banh trang,bay too-ee kwun bahn chang,,"Bê thui cuốn bánh tráng is rare veal wrapped at the table, usually with rice paper, herbs, green banana, star fruit, and fermented mắm nêm, a funky fermented anchovy dip.",veal | rice paper | fresh herbs | green banana or star fruit | mắm nêm,"Build the roll before judging the veal: herbs, green banana or star fruit, rice paper, and a careful touch of mắm nêm are what make the bite complete.",extra rice paper | extra herbs | nước chấm instead of mắm nêm | share size,Cho tôi một phần bê thui cuốn bánh tráng.,I’d like one order of roasted veal with rice paper rolls.,chaw toy moht fuhn bay too-ee kwun bahn chang,"Bê thui cuốn bánh tráng is the roll-it-yourself version of Quảng Nam-style veal: rice paper, herbs, green banana, star fruit, and mắm nêm around tender slices of veal.","Layer veal, herbs, green banana or star fruit, and noodles if served into rice paper, then dip lightly in mắm nêm. The fresh sour pieces keep the veal bright.","Order bê thui cuốn bánh tráng when you want the full wrapping setup. Ask for extra rice paper, extra herbs, or nước chấm if fermented mắm nêm is too strong.","This is central Vietnamese roll culture at its clearest: meat is only one part of the bite; herbs, sour fruit, rice paper, and fermented dip complete it.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-lau-de,Food,Beef & goat,,false,Lẩu dê,Goat hot pot,Lau de,low yay,,"Lẩu dê is goat hot pot for the table, usually with herbs, tofu skin, noodles, taro, and a deep goat broth.",goat hot-pot broth | goat pieces | taro | tofu or tofu skin | greens and noodles,"Cook goat, taro, tofu, and greens in stages, then add noodles near the end. Ask how many people the pot serves before ordering.",less spicy | extra greens | extra noodles | share size,Cho tôi một phần lẩu dê.,I’d like one order of goat hot pot.,chaw toy moht fuhn low yay,"Lẩu dê is goat hot pot with broth, goat slices or ribs, tofu, taro, greens, herbs, noodles, and dipping condiments. It is a table order built for sharing.","Cook goat and greens in stages, then add noodles near the end so they do not overcook. Ask about spice level and portion size before the pot arrives.","Order lẩu dê by table size, then ask for less spicy broth, extra greens, or extra noodles. It is not usually a solo quick bowl.","Goat hot pot is a social meal in Vietnam, often part of a longer dê restaurant spread with grilled or steamed goat dishes.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-pho-chay,Food,Vegetarian,,false,Phở chay,Vegetarian pho,Pho chay,fuh chai,,"Vegetarian phở with rice noodles, herbs, and a lighter broth built from vegetables, mushrooms, and warm spices instead of beef bones.",flat rice noodles | vegetable-mushroom broth | tofu or mushrooms | herbs | lime and chili,Ask whether the broth is vegetable-based and whether fish sauce is used in seasoning if you need it fully vegetarian.,no fish sauce | extra tofu | extra herbs | less spicy,Cho tôi một tô phở chay.,I’d like one bowl of vegetarian pho.,chaw toy moht toh fuh chai,"Phở chay keeps the recognizable phở shape: flat noodles, fragrant broth, herbs, lime, and chili, but it swaps meat for tofu, mushrooms, vegetables, or plant-based toppings.",Taste the broth first; good phở chay gets sweetness from vegetables and depth from mushrooms. Add herbs and lime gradually so the gentle broth stays balanced.,"Say Phở chay and chay clearly so the shop understands you want the vegetarian version, not just extra vegetables. If you avoid fish sauce, ask có nước mắm không before adding any dip or broth seasoning.","Chay food is especially visible around Buddhist observance days, and dishes like phở chay let travelers experience familiar Vietnamese forms through temple and vegetarian cooking traditions.",,cultural-context,Confirm the broth and seasoning are vegetarian if strict.,menu-not-spicy | menu-less-spicy | menu-ask-fish-sauce | menu-vegetarian | menu-pay-now,text-only,handwritten-reviewed
food-bun-bo-hue-chay,Food,Vegetarian,,false,Bún bò Huế chay,Vegetarian Hue-style noodle soup,Bun bo Hue chay,boon baw hway chai,,"Bún bò Huế chay is vegetarian Huế-style spicy noodle soup, usually with lemongrass broth, thick noodles, tofu, mushrooms, and herbs.",thick rice vermicelli | lemongrass vegetarian broth | tofu or mushrooms | chili oil | herbs,Ask whether the broth is fully vegetarian and whether chili oil or seasoning is made separately from the meat version.,vegetarian | no fish sauce | less spicy | extra tofu,Cho tôi một tô bún bò Huế chay.,I’d like one bowl of vegetarian Hue-style noodle soup.,chaw toy moht toh boon baw hway chai,"Bún bò Huế chay is a vegetarian take on Huế-style lemongrass noodle soup, usually with tofu, mushrooms, vegetables, herbs, and a spicy red broth without beef.","Taste the lemongrass broth before adding chili oil, then add herbs and lime slowly. Ask about fish sauce if strict vegetarian eating matters.",Order bún bò Huế chay and make the word chay clear. Ask không nước mắm if you need the broth and seasoning fully vegetarian.,"Chay versions often recreate the aroma and noodle style of the original while replacing meat with tofu, mushrooms, and vegetable broth.",Huế and central Vietnam,regional-association,Confirm the broth is vegetarian if strict.,menu-not-spicy | menu-less-spicy | menu-ask-fish-sauce | menu-vegetarian | menu-pay-now,text-only,handwritten-reviewed
food-bun-rieu-chay,Food,Vegetarian,,false,Bún riêu chay,Vegetarian tomato noodle soup,Bun rieu chay,boon ree-ew chai,,"Bún riêu chay is vegetarian crab-style tomato noodle soup, usually with tomato broth, tofu, mushrooms, herbs, and rice vermicelli.",rice vermicelli | tomato broth | tofu | mushrooms | fresh herbs,"Chay should mean vegetarian, but mixed shops may still use fish sauce or shared broth unless you ask.",no fish sauce | extra tofu | less spicy | extra herbs,Cho tôi một tô bún riêu chay.,I’d like one bowl of vegetarian tomato noodle soup.,chaw toy moht toh boon ree-ew chai,"Bún riêu chay is vegetarian tomato rice-vermicelli soup inspired by crab-based bún riêu, usually with tofu, mushrooms, tomato broth, herbs, and no crab.","Taste the tomato broth before adding chili or lime, then ask about fish sauce if strict vegetarian cooking matters.","Say bún riêu chay clearly, then ask không nước mắm if you need the broth and seasoning fully vegetarian. Ask for extra tofu or less chili before the bowl is finished.","Vietnamese chay cooking often adapts familiar meat or seafood dishes, so this keeps the tomato-herb shape of bún riêu without the crab.",,category-context,Ask about broth and fish sauce if strict.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-hu-tieu-chay,Food,Vegetarian,,false,Hủ tiếu chay,Vegetarian rice noodle soup,Hu tieu chay,hoo tee-ew chai,,"Hủ tiếu chay is vegetarian hủ tiếu noodle soup, usually with clear broth, rice noodles, tofu, mushrooms, greens, and herbs.",rice noodles | light vegetarian broth | tofu | mushrooms | greens and herbs,Ask whether the broth is vegetable-based; hủ tiếu shops may keep pork or seafood broth for standard bowls.,vegetarian | no fish sauce | extra tofu | less spicy,Cho tôi một tô hủ tiếu chay.,I’d like one bowl of vegetarian rice noodle soup.,chaw toy moht toh hoo tee-ew chai,"Hủ tiếu chay is southern-style rice noodle soup made vegetarian with tofu, mushrooms, vegetables, herbs, and a light sweet-savory broth.","Taste the broth first, then add herbs, lime, and chili slowly. Ask about fish sauce if you need a strict vegetarian bowl.",Order hủ tiếu chay when you want a lighter vegetarian noodle soup. Say không nước mắm if fish-sauce seasoning is a concern.,"Hủ tiếu is a southern noodle-shop staple, and chay versions often lean on mushrooms and tofu for depth.",,category-context,Confirm the broth is vegetarian if strict.,menu-not-spicy | menu-less-spicy | menu-ask-fish-sauce | menu-vegetarian | menu-pay-now,text-only,handwritten-reviewed
food-com-chay,Food,Vegetarian,,true,Cơm chay,Vegetarian rice plate,Com chay,kum chai,,"Cơm chay is vegetarian rice plate, usually with rice, tofu, mock meats or vegetables, pickles, and soup.",rice | tofu or mock meat | vegetables | pickles | soup optional,"Mixed restaurants may use shared seasonings, so ask if you need strict vegetarian or vegan boundaries.",vegetarian | no fish sauce | no egg | extra vegetables,Cho tôi một phần cơm chay.,I’d like one order of vegetarian rice plate.,chaw toy moht fuhn kum chai,"Cơm chay is a vegetarian rice plate with rice, tofu, vegetables, mushrooms, mock meats, pickles, and sometimes soup. The exact set changes by stall.","Treat it like a rice plate: mix bites of rice, vegetables, tofu, and pickles. Ask about egg, fish sauce, or meat stock if strict vegetarian eating matters.","Order cơm chay and ask what comes in the plate. Say không nước mắm, không trứng, or no meat stock before the plate is assembled if needed.","Vietnamese chay rice plates can be temple-simple or mock-meat heavy; the word chay is the start, not the whole dietary conversation.",,category-context,"Ask about fish sauce, egg, and shared utensils if strict.",menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-com-chien-chay,Food,Vegetarian,,false,Cơm chiên chay,Vegetarian fried rice,Com chien chay,kum chee-en chai,,"Cơm chiên chay is vegetarian fried rice, usually with egg or tofu depending on the shop, vegetables, scallion, and wok heat.",fried rice | vegetables | tofu or mushrooms | scallions | egg optional,Chay fried rice may still include egg unless you ask; also confirm no fish sauce in mixed kitchens.,vegetarian | no fish sauce | no egg | extra vegetables,Cho tôi một phần cơm chiên chay.,I’d like one order of vegetarian fried rice.,chaw toy moht fuhn kum chee-en chai,"Cơm chiên chay is vegetarian fried rice with vegetables, tofu or mushrooms, scallions, and wok heat; some shops may add egg unless you ask.",Eat hot from the wok while the grains stay separate. Ask about egg and fish sauce before cooking if strict vegetarian eating matters.,Order cơm chiên chay and say no egg or no fish sauce before the wok starts. Extra vegetables are the easiest useful add-on.,"Vietnamese vegetarian fried rice can be simple and satisfying, but egg and fish sauce are the two quiet ingredients worth checking.",,category-context,Ask for no egg or no fish sauce if strict.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-mi-xao-chay,Food,Vegetarian,,false,Mì xào chay,Vegetarian stir-fried noodles,Mi xao chay,mee sow chai,,"Mì xào chay is vegetarian stir-fried noodles, usually with egg noodles or wheat noodles, vegetables, tofu, garlic, and soy-lime vegetarian dip.",noodles | vegetables | tofu or mushrooms | garlic | egg noodles optional,Some vegetarian noodle orders still use egg noodles or egg; ask if you need it vegan.,vegetarian | no fish sauce | extra vegetables | less oil,Cho tôi một tô mì xào chay.,I’d like one bowl of vegetarian stir-fried noodles.,chaw toy moht toh mee sow chai,"Mì xào chay is vegetarian stir-fried noodles with vegetables, tofu or mushrooms, garlic, scallions, and savory seasoning; some shops use egg noodles.",Eat hot while the noodles still have chew and the vegetables stay bright. Ask about egg noodles or fish sauce if strict vegetarian eating matters.,Order mì xào chay and ask không nước mắm or no egg noodles before the wok starts if needed. Ask for extra vegetables instead of extra seasoning.,"Xào means stir-fried, so this chay order is about wok heat, vegetables, and noodle texture rather than soup.",,category-context,"Ask about egg noodles, egg, and fish sauce if strict.",menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-goi-cuon-chay,Food,Vegetarian,,false,Gỏi cuốn chay,Vegetarian fresh spring rolls,Goi cuon chay,goy kwun chai,,"Gỏi cuốn chay is vegetarian fresh rolls, usually with rice paper, noodles, tofu, herbs, lettuce, and soy-lime vegetarian dip.",rice paper | tofu or mushrooms | rice vermicelli | fresh herbs | vegetarian dip,"Ask about the dip: peanut sauce is common, but some shops serve fish-sauce nước chấm unless you specify chay.",vegetarian | no fish sauce | no peanuts | extra herbs,Cho tôi một phần gỏi cuốn chay.,I’d like one order of vegetarian fresh spring rolls.,chaw toy moht fuhn goy kwun chai,"Gỏi cuốn chay are vegetarian fresh rice-paper rolls with tofu or mushrooms, noodles, herbs, cucumber, lettuce, and a vegetarian soy-lime or peanut dip.",Dip lightly so the rice paper stays intact and the herbs remain fresh. Ask whether the dip contains fish sauce if strict vegetarian eating matters.,Order gỏi cuốn chay and repeat chay for the dip too. Ask không nước mắm or no peanuts before the rolls arrive.,"The rolls may look simple, but the dip decides whether they are truly vegetarian at mixed shops.",,category-context,Confirm the roll dip is vegetarian if strict.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
