item_id,menu_type,category,popular,vietnamese_item,english_translation,sound_out,at_a_glance,usually_includes,good_to_know,quick_say_vietnamese,quick_say_english,helper_phrase_ids,order_line_audio_policy,editorial_status
food-com-tam-suon-bi-cha-trung,Food,Rice & sticky rice,true,Cơm tấm sườn bì chả trứng,"Broken rice with pork chop, shredded pork, meatloaf, and egg",kum tahm swoon bee chah choong,"Cơm tấm sườn bì chả trứng is the maximal broken-rice plate: pork chop, shredded pork skin, egg meatloaf, fried egg, pickles, scallion oil, and nước mắm.",broken rice | grilled pork chop | shredded pork skin | egg meatloaf | fried egg,This is one of the most complete cơm tấm orders; it can be a big meal.,Cho tôi một phần cơm tấm sườn bì chả trứng.,"I’d like one order of broken rice with pork chop, shredded pork, meatloaf, and egg.",menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-suon-nuong,Food,Rice & sticky rice,false,Cơm sườn nướng,Rice with grilled pork chop,kum swoon noong,"Cơm sườn nướng is rice with a grilled pork chop, pickles, cucumber, scallion oil, and nước mắm. It is the straightforward cousin of cơm tấm.",rice | grilled pork chop | pickles | scallion oil | fish-sauce dressing,"Sườn here usually means pork chop or cutlet, not American barbecue ribs.",Cho tôi một phần cơm sườn nướng.,I’d like one order of rice with grilled pork chop.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-ga-hoi-an,Food,Rice & sticky rice,true,Cơm gà Hội An,Hội An chicken rice,kum gah hoy ahn,"Cơm gà Hội An is Hội An chicken rice: turmeric-tinted rice, shredded or chopped chicken, herbs, onion, chili-lime seasoning, and often a small side broth.",turmeric rice | chicken | herbs | onion | chili-lime seasoning,"This is not plain chicken on rice. The rice, herbs, and chili-lime onion mixture are what make it taste like Hội An.",Cho tôi một phần cơm gà Hội An.,I’d like one order of Hội An chicken rice.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-ga-xoi-mo,Food,Rice & sticky rice,false,Cơm gà xối mỡ,Fried chicken rice,kum gah soy muh,"Cơm gà xối mỡ is crispy fried chicken over rice, often with chicken-fat fragrance, pickles, cucumber, and a muối tiêu chanh, a lime-pepper salt dip. It is about crisp skin against hot rice.","rice | crispy fried chicken | pickles | cucumber | muối tiêu chanh, a lime-pepper salt dip",Xối mỡ points to hot fat/oil poured over the chicken for crispness. It is not a sticky-rice dish.,Cho tôi một phần cơm gà xối mỡ.,I’d like one order of fried chicken rice.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-ga-hai-nam,Food,Rice & sticky rice,false,Cơm gà Hải Nam,Hainanese-style chicken rice,kum gah high nahm,"Vietnam’s take on Hainanese chicken rice: silky poached chicken, fragrant rice, cucumber, herbs, side broth, and ginger-scallion, chili, or soy dips.",fragrant chicken rice | poached chicken | cucumber | side broth | ginger-scallion or chili dip,It is usually mild and a strong option when you want a filling but not spicy meal.,Cho tôi một phần cơm gà Hải Nam.,I’d like one order of Hainanese-style chicken rice.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-bo-luc-lac,Food,Rice & sticky rice,true,Cơm bò lúc lắc,Shaking beef with rice,kum baw look lak,"Cơm bò lúc lắc is rice with shaking beef, usually with seared beef cubes, tomato, greens, onion, and lime-pepper salt.",rice | shaking beef cubes | onion and bell pepper | lime-pepper salt | pickles or salad,"Lime-pepper salt is for the beef cubes, while the rice catches the wok juices. Ask for onion or pepper changes before the beef hits the pan.",Cho tôi một phần cơm bò lúc lắc.,I’d like one order of shaking beef with rice.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-bo-xao-hanh-tay,Food,Rice & sticky rice,false,Cơm bò xào hành tây,Rice with stir-fried beef and onions,kum baw sow hanh tay,"Cơm bò xào hành tây is rice with beef stir-fried with onions, garlic, and wok seasoning. It is a hot-wok comfort plate, not a stew.",rice | stir-fried beef | onion | garlic | savory garlic-fish-sauce stir-fry glaze,Hành tây means onion. Order this when you want beef-and-rice with a familiar sautéed-onion flavor.,Cho tôi một phần cơm bò xào hành tây.,I’d like one order of rice with stir-fried beef and onions.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-thit-kho-trung,Food,Rice & sticky rice,true,Cơm thịt kho trứng,Rice with braised pork and eggs,kum tit kaw choong,"Cơm thịt kho trứng is rice with caramel-braised pork and egg, usually in a salty-sweet fish-sauce braise. The rice is there to soak up the dark sauce.",rice | braised pork | egg | caramel fish-sauce braise | pickles or greens,This is the rice-plate version of a family-style braise. Ask for more rice rather than more sauce if the flavor is too intense.,Cho tôi một phần cơm thịt kho trứng.,I’d like one order of rice with braised pork and eggs.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-ca-kho-to,Food,Rice & sticky rice,true,Cơm cá kho tộ,Rice with caramelized fish in clay pot,kum kah kaw toh,Cơm cá kho tộ is rice with clay-pot caramelized fish. The dark fish-sauce caramel is meant to season the rice.,rice | caramelized fish | fish-sauce caramel | black pepper | pickles or greens,"Ask about bones if you prefer easier fish pieces. The fish-sauce caramel braise should be intense, not mild.",Cho tôi một phần cơm cá kho tộ.,I’d like one order of rice with caramelized fish in clay pot.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-tom-rim,Food,Rice & sticky rice,false,Cơm tôm rim,Rice with caramelized shrimp,kum tom reem,"Cơm tôm rim is rice with shrimp simmered in a sticky salty-sweet fish-sauce caramel. It is small, punchy, and rice-hungry.",rice | caramelized shrimp | fish-sauce glaze | garlic | pickles or greens,Rim means simmered down until the fish-sauce caramel braise clings. This is not a saucy curry or soup.,Cho tôi một phần cơm tôm rim.,I’d like one order of rice with caramelized shrimp.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-chien-duong-chau,Food,Rice & sticky rice,false,Cơm chiên dương châu,Yangzhou fried rice,kum chee-en yuhng chow,"Cơm chiên dương châu is Dương Châu fried rice, usually with egg, sausage or ham, shrimp, peas, carrot, and scallion.",fried rice grains | egg | sausage or ham | shrimp | peas and carrots,"This mixed fried rice can include shrimp and pork sausage or ham, so ask first if shellfish or pork matters.",Cho tôi một phần cơm chiên dương châu.,I’d like one order of yangzhou fried rice.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-chien-hai-san,Food,Rice & sticky rice,false,Cơm chiên hải sản,Seafood fried rice,kum chee-en high sahn,"Cơm chiên hải sản is seafood fried rice, usually with shrimp, squid, egg, scallion, and wok-tossed grains.",fried rice | shrimp or squid | egg | scallions | peas or vegetables,"Good seafood fried rice should taste wok-hot, lightly smoky, and dotted with sweet seafood. Use chili or soy if offered, but the rice itself should carry the flavor.",Cho tôi một phần cơm chiên hải sản.,I’d like one order of seafood fried rice.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-chien-ga,Food,Rice & sticky rice,false,Cơm chiên gà,Chicken fried rice,kum chee-en gah,"Cơm chiên gà is chicken fried rice, usually with egg, chicken, scallion, vegetables, and soy-seasoned rice.",fried rice | chicken | egg | scallions | vegetables,"Order this when you want something straightforward and filling. The best versions taste of hot wok, egg, chicken, and scallion rather than a separate condiment.",Cho tôi một phần cơm chiên gà.,I’d like one order of chicken fried rice.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-chien-bo,Food,Rice & sticky rice,false,Cơm chiên bò,Beef fried rice,kum chee-en baw,"Cơm chiên bò is beef fried rice, usually with wok-tossed rice, egg, beef, scallion, and vegetables.",fried rice | beef | egg | scallions | garlic or onion,The beef and egg should season the rice as it fries. Add chili or soy only if you want extra punch after tasting the first few bites.,Cho tôi một phần cơm chiên bò.,I’d like one order of beef fried rice.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-chien-trung,Food,Rice & sticky rice,false,Cơm chiên trứng,Egg fried rice,kum chee-en choong,"Cơm chiên trứng is egg fried rice, usually with egg, scallion, garlic, and grains fried until separate.",fried rice | egg | scallions | garlic | pepper,"This is a simple wok-rice order, often chosen when you want something quick, hot, and not too heavy. The egg should coat the grains lightly.",Cho tôi một phần cơm chiên trứng.,I’d like one order of egg fried rice.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-rang-dua-bo,Food,Rice & sticky rice,false,Cơm rang dưa bò,Fried rice with beef and pickled mustard greens,kum rang yoo-uh baw,"Cơm rang dưa bò is fried rice with beef and pickled mustard greens, usually with egg, garlic, scallions, and a tangy wok flavor.",fried rice | beef | pickled mustard greens | egg | scallions,"Dưa chua, pickled mustard greens, gives the rice its northern sour-savory snap; ask for extra dưa if you like that brightness.",Cho tôi một phần cơm rang dưa bò.,I’d like one order of fried rice with beef and pickled mustard greens.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-nieu,Food,Rice & sticky rice,false,Cơm niêu,Clay pot rice,kum nee-ew,"Cơm niêu is clay-pot rice, usually with crisp rice edges, fluffy center, and shared savory dishes.",clay-pot rice | crisp rice edges | steamed rice center | shared side dishes | scallion oil optional,"Ask what comes with the clay-pot rice. Some places serve a full shared set, while others expect you to choose braised fish, vegetables, or soup separately.",Cho tôi một phần cơm niêu.,I’d like one order of clay pot rice.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-com-nieu-ca-kho,Food,Rice & sticky rice,false,Cơm niêu cá kho,Clay pot rice with caramelized fish,kum nee-ew kah kaw,"Cơm niêu cá kho pairs clay-pot rice with caramelized fish. The fish sauce, caramel, pepper, and rice are the point: salty-sweet sauce against plain rice.",clay-pot rice | caramelized fish | fish-sauce caramel | pepper | pickles or greens,"Cơm niêu means clay-pot rice, often prized for hot fluffy rice and crisp edges. Watch for fish bones in cá kho.",Cho tôi một phần cơm niêu cá kho.,I’d like one order of clay pot rice with caramelized fish.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-xoi-ga,Food,Rice & sticky rice,true,Xôi gà,Sticky rice with chicken,soy gah,"Xôi gà is sticky rice with chicken, usually with shredded chicken, fried shallots, herbs, and sometimes chicken sauce.",sticky rice | chicken | fried shallots | savory topping,"This is often a morning or takeaway packet. Fried shallots, chicken shreds, and warm sticky rice matter more than a separate dip.",Cho tôi một phần xôi gà.,I’d like one order of sticky rice with chicken.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-xoi-xeo,Food,Rice & sticky rice,false,Xôi xéo,Sticky rice with mung bean and fried shallots,soy say-oh,"Xôi xéo is yellow sticky rice with mung bean, usually with fried shallots, chicken fat or oil, and optional toppings.",sticky rice | mung bean paste | fried shallots | scallion oil | salted seasoning,Ask for no chili if you want Xôi xéo mild.,Cho tôi một phần xôi xéo.,I’d like one order of sticky rice with mung bean and fried shallots.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-xoi-man,Food,Rice & sticky rice,false,Xôi mặn,Savory sticky rice,soy mahn,"Xôi mặn is savory sticky rice with assorted toppings such as Chinese sausage, shredded pork, egg, fried shallots, and pâté-like spreads depending on the vendor.",sticky rice | Chinese sausage | egg or pâté | pork floss | fried shallots,It is dense for its size. Treat it as a portable breakfast or snack that eats more like a small meal.,Cho tôi một phần xôi mặn.,I’d like one order of savory sticky rice.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-xoi-lap-xuong,Food,Rice & sticky rice,false,Xôi lạp xưởng,Sticky rice with Chinese sausage,soy lap swoong,"Xôi lạp xưởng is sticky rice with Chinese sausage, usually with sweet-savory lạp xưởng, fried shallots, and sticky grains.",sticky rice | pork | fried shallots | savory topping,May contain pork.,Cho tôi một phần xôi lạp xưởng.,I’d like one order of sticky rice with Chinese sausage.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-xoi-khuc,Food,Rice & sticky rice,false,Xôi khúc,Sticky rice dumpling with mung bean and pork,soy khook,"Xôi khúc is sticky rice dumpling with khúc leaves, usually with mung bean, pork filling, and herbal green rice.",sticky rice | khúc leaf dough | mung bean | pork filling | fried shallots optional,May contain pork.,Cho tôi một phần xôi khúc.,I’d like one order of sticky rice dumpling with mung bean and pork.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
