phrase_id,scenario_id,family_id,family_title,english_text,target_text,pronunciation,audio_key,audio_status,status,context,search_aliases,notes
,hotel-accommodation,v500-hote-acco-please-remove-the-trash,Please remove the trash,Please remove the trash,Vui lòng loại bỏ thùng rác,Vui long loai bo thung rac,v500-hote-acco-please-remove-the-trash,ready,approved,Use this at the front desk or in the room when you need the hotel to fix the next step.,please remove the trash,autonomous-500 from cleanup: Hotel & Accommodation / Housekeeping & Supplies / keep_as_is; selected as premium fill
,hotel-accommodation,v500-hote-acco-the-safe-is-not-opening,The safe is not opening,The safe is not opening,két sắt không mở được,ket sat khong mo duoc,v500-hote-acco-the-safe-is-not-opening,ready,approved,Use this at the front desk or in the room when you need the hotel to fix the next step.,the safe is not opening,autonomous-500 from cleanup: Hotel & Accommodation / Room Problems / keep_as_is; selected as premium fill
,hotel-accommodation,v500-hote-acco-what-time-is-breakfast,What time is breakfast,What time is breakfast?,Bữa sáng lúc mấy giờ?,Bua sang luc may gio,v500-hote-acco-what-time-is-breakfast,ready,approved,Use this at the front desk or in the room when you need the hotel to fix the next step.,what time is breakfast?|what time is breakfast,autonomous-500 from cleanup: Hotel & Accommodation / Check-In & Reservation / keep_as_is; selected as premium fill
,food-drink,v500-food-drin-this-tastes-spoiled,This tastes spoiled,This tastes spoiled,Cái này có vị hư hỏng,Cai nay co vi hu hong,v500-food-drin-this-tastes-spoiled,ready,approved,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.",this tastes spoiled,autonomous-500 from cleanup: Food & Drink / Order Problems & Recovery / keep_as_is; selected as premium fill
,food-drink,v500-food-drin-does-this-contain-shrimp,Does this contain shrimp,Does this contain shrimp?,Cái này có chứa tôm không?,Cai nay co chua tom khong,v500-food-drin-does-this-contain-shrimp,ready,approved,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.",does this contain shrimp?|does this contain shrimp,autonomous-500 from cleanup: Food & Drink / Dietary Needs & Allergies / keep_as_is; selected as premium fill
,food-drink,v500-food-drin-does-this-contain-peanuts,Does this contain peanuts,Does this contain peanuts?,Cái này có chứa đậu phộng không?,Cai nay co chua dau phong khong,v500-food-drin-does-this-contain-peanuts,ready,approved,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.",does this contain peanuts?|does this contain peanuts,autonomous-500 from cleanup: Food & Drink / Dietary Needs & Allergies / keep_as_is; selected as premium fill
,food-drink,v500-food-drin-i-am-allergic-to-shellfish,I am allergic to shellfish,I am allergic to shellfish,Tôi bị dị ứng với động vật có vỏ,Toi bi di ung voi dong vat co vo,v500-food-drin-i-am-allergic-to-shellfish,ready,approved,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.",i am allergic to shellfish,autonomous-500 from cleanup: Food & Drink / Dietary Needs & Allergies / keep_as_is; selected as premium fill
,food-drink,v500-food-drin-id-like-a-b-nh-m-please,"I’d like a bánh mì, please","I’d like a bánh mì, please",Làm ơn cho tôi một cái bánh mì,Lam on cho toi mot cai banh mi,v500-food-drin-id-like-a-b-nh-m-please,ready,approved,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","i’d like a bánh mì, please|i d like a b nh m please",autonomous-500 from cleanup: Food & Drink / Ordering Food / keep_as_is; selected as premium fill
,food-drink,v500-food-drin-i-am-allergic-to-fish-sauce,I am allergic to fish sauce,I am allergic to fish sauce,Tôi bị dị ứng với nước mắm,Toi bi di ung voi nuoc mam,v500-food-drin-i-am-allergic-to-fish-sauce,ready,approved,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.",i am allergic to fish sauce,autonomous-500 from cleanup: Food & Drink / Dietary Needs & Allergies / keep_as_is; selected as premium fill
,food-drink,v500-food-drin-there-is-something-in-my-food,There is something in my food,There is something in my food,Có thứ gì đó trong thức ăn của tôi,Co thu gi do trong thuc an cua toi,v500-food-drin-there-is-something-in-my-food,ready,approved,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.",there is something in my food,autonomous-500 from cleanup: Food & Drink / Order Problems & Recovery / keep_as_is; selected as premium fill
,food-drink,v500-food-drin-i-ordered-this-without-peanuts,I ordered this without peanuts,I ordered this without peanuts,Tôi đã gọi món này mà không có đậu phộng,Toi da goi mon nay ma khong co dau phong,v500-food-drin-i-ordered-this-without-peanuts,ready,approved,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.",i ordered this without peanuts,autonomous-500 from cleanup: Food & Drink / Order Problems & Recovery / keep_as_is; selected as premium fill
,food-drink,v500-food-drin-id-like-a-bowl-of-ph-please,"I’d like a bowl of phở, please","I’d like a bowl of phở, please",Làm ơn cho tôi một tô phở,Lam on cho toi mot to pho,v500-food-drin-id-like-a-bowl-of-ph-please,ready,approved,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","i’d like a bowl of phở, please|i d like a bowl of ph please",autonomous-500 from cleanup: Food & Drink / Ordering Food / keep_as_is; selected as premium fill
,food-drink,v500-food-drin-please-make-it-without-peanuts,Please make it without peanuts,Please make it without peanuts,Hãy làm món này mà không cần đậu phộng,Hay lam mon nay ma khong can dau phong,v500-food-drin-please-make-it-without-peanuts,ready,approved,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.",please make it without peanuts,autonomous-500 from cleanup: Food & Drink / Dietary Needs & Allergies / keep_as_is; selected as premium fill
,food-drink,v500-food-drin-i-cannot-eat-this-because-of-an-allergy,I cannot eat this because of an allergy,I cannot eat this because of an allergy,Tôi không thể ăn món này vì bị dị ứng,Toi khong the an mon nay vi bi di ung,v500-food-drin-i-cannot-eat-this-because-of-an-allergy,ready,approved,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.",i cannot eat this because of an allergy,autonomous-500 from cleanup: Food & Drink / Dietary Needs & Allergies / keep_as_is; selected as premium fill
,food-drink,v500-food-drin-this-is-cold,This is cold,This is cold,Trời lạnh quá,Troi lanh qua,v500-food-drin-this-is-cold,ready,approved,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.",this is cold,autonomous-500 from cleanup: Food & Drink / Order Problems & Recovery / keep_as_is; selected as premium fill
,food-drink,v500-food-drin-no-ice-please,"No ice, please","No ice, please",Làm ơn đừng có đá,Lam on dung co da,v500-food-drin-no-ice-please,ready,approved,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","no ice, please|no ice please",autonomous-500 from cleanup: Food & Drink / Customization & Condiments / keep_as_is; selected as premium fill
,money-numbers-prices,v500-mone-numb-pric-can-i-have-a-receipt,Can I have a receipt,Can I have a receipt?,Tôi có thể có biên nhận được không?,Toi co the co bien nhan duoc khong,v500-mone-numb-pric-can-i-have-a-receipt,ready,approved,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",can i have a receipt?|can i have a receipt,"autonomous-500 from cleanup: Money, Prices & Payment / Receipts, Refunds & Overcharges / keep_as_is; selected as premium fill"
,money-numbers-prices,v500-mone-numb-pric-where-can-i-exchange-money,Where can I exchange money,Where can I exchange money?,Tôi có thể đổi tiền ở đâu?,Toi co the doi tien o dau,v500-mone-numb-pric-where-can-i-exchange-money,ready,approved,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",where can i exchange money?|where can i exchange money,"autonomous-500 from cleanup: Money, Prices & Payment / ATM & Currency Exchange / keep_as_is; selected as premium fill"
,money-numbers-prices,v500-mone-numb-pric-the-atm-did-not-give-me-cash,The ATM did not give me cash,The ATM did not give me cash,ATM không đưa tiền mặt cho tôi,ATM khong dua tien mat cho toi,v500-mone-numb-pric-the-atm-did-not-give-me-cash,ready,approved,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",the atm did not give me cash,"autonomous-500 from cleanup: Money, Prices & Payment / ATM & Currency Exchange / keep_as_is; selected as premium fill"
,money-numbers-prices,v500-mone-numb-pric-is-this-enough,Is this enough,Is this enough?,Thế này đã đủ chưa?,The nay da du chua,v500-mone-numb-pric-is-this-enough,ready,approved,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",is this enough?|is this enough,"autonomous-500 from cleanup: Money, Prices & Payment / Cash, Change & Bills / keep_as_is; selected as premium fill"
,money-numbers-prices,v500-mone-numb-pric-is-tax-included,Is tax included,Is tax included?,Có bao gồm thuế không?,Co bao gom thue khong,v500-mone-numb-pric-is-tax-included,ready,approved,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",is tax included?|is tax included,"autonomous-500 from cleanup: Money, Prices & Payment / Prices & Totals / keep_as_is; selected as premium fill"
,money-numbers-prices,v500-mone-numb-pric-how-much-for-one,How much for one,How much for one?,Bao nhiêu một cái?,Bao nhieu mot cai,v500-mone-numb-pric-how-much-for-one,ready,approved,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",how much for one?|how much for one,"autonomous-500 from cleanup: Money, Prices & Payment / Prices & Totals / keep_as_is; selected as premium fill"
,money-numbers-prices,v500-mone-numb-pric-ill-think-about-it,I’ll think about it,I’ll think about it,Tôi sẽ nghĩ về nó,Toi se nghi ve no,v500-mone-numb-pric-ill-think-about-it,ready,approved,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",i’ll think about it|i ll think about it,"autonomous-500 from cleanup: Money, Prices & Payment / Bargaining & Deciding / keep_as_is; selected as premium fill"
