phrase_id,family_id,family_title,scenario_id,scenario_title,english_text,target_text,pronunciation,audio_key,audio_status,access_tier,variant_role,context,search_aliases,city_id,city_name,place_id,place_name,city_library_kind,city_page_kind,place_kind,content_role,notes
health-4,health-motion-sickness,Motion sickness medicine,health-pharmacy,Health & Pharmacy,Do you have motion sickness medicine?,Có thuốc say xe không?,koh thoo-ok sai seh khong,health-4,ready,starter,say-first,"Use this when travel motion is the problem and you want the medicine, not a doctor.",motion sickness medicine,,,,,,,,,new starter family
health-5,health-allergy,I'm allergic to this,health-pharmacy,Health & Pharmacy,I am allergic to this,Tôi bị dị ứng cái này,toy bee zee oong gai nai,health-5,ready,starter,say-first,"Use this when an ingredient, medicine, or product may trigger an allergy.",allergic | allergy,,,,,,,,,starter allergy family
health-6,health-diarrhea,Diarrhea medicine,health-pharmacy,Health & Pharmacy,I need something for diarrhea,Tôi cần thuốc tiêu chảy,toy gun thoo-ok tyew chai,health-6,ready,starter,say-first,Use this at a pharmacy when the trip got messy and you need the medicine fast.,diarrhea medicine | stomach medicine,,,,,,,,,starter pharmacy recovery family
problems-1,help-lost,I'm lost,problems-help,Problems & Help,I’m lost,Tôi bị lạc đường,toy bee lahk doong,problems-1,ready,starter,say-first,Use this when you need immediate help finding your way back.,i'm lost | lost,,,,,,,,,legacy starter moved into problems lane
problems-4,help-left-something,I left something,problems-help,Problems & Help,I left something behind,Tôi quên đồ rồi,toy gwen doh roy,problems-4,ready,starter,say-first,"Say this if you forgot an item in a car, room, or café.",left something behind | forgot something,,,,,,,,,legacy starter moved into problems lane
help-need-help-direct,help-need-help,I need help,problems-help,Problems & Help,I need help,Giúp tôi với,zoop toy voy,help-need-help-direct,ready,starter,say-first,Use this when you need immediate practical help and want the shortest direct version.,i need help | help,,,,,,,,,resolved hold-review primary
help-2,help-call-hotel,Call the hotel,problems-help,Problems & Help,Please call the hotel for me,Gọi khách sạn giúp tôi,goy khak san zoop toy,help-2,ready,starter,say-first,Use this when you need local help contacting your hotel fast.,call the hotel,,,,,,,,,new starter family
help-3,help-manager,I need the manager,problems-help,Problems & Help,I need the manager,Tôi cần quản lý,toy gun kwan lee,help-3,ready,starter,say-first,Use this when the staff cannot solve the problem and you need escalation.,manager,,,,,,,,,new starter family
help-4,help-charged-twice,Charged twice,problems-help,Problems & Help,I was charged twice,Tôi bị tính tiền hai lần,toy bee ting tyen hai lun,help-4,ready,premium,say-first,Use this when a card or payment was charged twice.,charged twice | double charged,,,,,,,,,premium-only help family
help-5,help-file-report,File a report,problems-help,Problems & Help,I need to file a report,Tôi cần làm biên bản,toy gun lahm byeen ban,help-5,ready,premium,say-first,Use this when the problem is serious enough that you need an official report.,file a report | report,,,,,,,,,premium-only help family
time-1,time-what-time,What time?,time-dates-booking,"Time, Dates & Booking",What time?,Mấy giờ?,may zyuh,time-1,ready,starter,say-first,Use this when you already both know what the event is and you just need the time.,what time,,,,,,,,,new starter family
time-2,time-today,Today,time-dates-booking,"Time, Dates & Booking",Today,Hôm nay,hom nai,time-2,ready,starter,say-first,Use this as a short anchor phrase when confirming a schedule.,today,,,,,,,,,new starter family
time-3,time-tomorrow-morning,Tomorrow morning,time-dates-booking,"Time, Dates & Booking",Tomorrow morning,Sáng mai,sahng mai,time-3,ready,starter,say-first,Use this when confirming tomorrow-morning timing without a full sentence.,tomorrow morning,,,,,,,,,new starter family
time-4,time-have-booking,I have a booking,time-dates-booking,"Time, Dates & Booking",I have a booking,Tôi có đặt chỗ,toy koh dat choh,time-4,ready,starter,say-first,Use this when the booking exists and you need staff to find it first.,i have a booking | reservation,,,,,,,,,new starter family
time-5,time-open,Opening time,time-dates-booking,"Time, Dates & Booking",What time does it open?,Mấy giờ mở cửa?,may zyuh muh koo-ah,time-5,ready,starter,say-first,"Use this for museums, cafés, counters, or services you plan to return to.",what time open | opening time,,,,,,,,,new starter family
time-6,time-move-later,Move it later,time-dates-booking,"Time, Dates & Booking",Can we move it later?,Dời lại muộn hơn được không?,zoy lie moon hun dook khong,time-6,ready,premium,say-first,Use this when you need to shift a time rather than just confirm it.,move it later | later,,,,,,,,,premium-only time family
time-7,time-boarding,Boarding time,time-dates-booking,"Time, Dates & Booking",What time does boarding start?,Mấy giờ bắt đầu lên máy bay?,may zyuh bat dow len mai bai,time-7,ready,premium,say-first,"Use this when the time you need is the boarding start, not just departure.",boarding start | boarding time,,,,,,,,,premium-only time family
shop-1,shopping-size,This size,shopping,Shopping,I want this size,Tôi muốn cỡ này,toy moo-on guh nai,shop-1,ready,starter,say-first,"Use this when the main choice is size, not price.",this size | size,,,,,,,,,new starter family
shop-2,shopping-color,Another color,shopping,Shopping,Do you have another color?,Có màu khác không?,koh mau khak khong,shop-2,ready,starter,say-first,Use this when the item is right but the color is wrong.,another color | color,,,,,,,,,new starter family
shop-3,shopping-try-on,Try this on,shopping,Shopping,Can I try this on?,Tôi thử cái này được không?,toy thoo gai nai dook khong,shop-3,ready,starter,say-first,Use this before you take an item into the fitting room.,try this on | try on,,,,,,,,,new starter family
shop-4,shopping-just-looking,Just looking,shopping,Shopping,I’m just looking,Tôi chỉ xem thôi,toy chee sem toy,shop-4,ready,starter,say-first,Use this when staff or vendors approach before you are ready.,just looking | browsing,,,,,,,,,new starter family
shop-5,shopping-pay-where,Where do I pay?,shopping,Shopping,Where do I pay?,Trả ở đâu?,tra uh dow,shop-5,ready,starter,say-first,Use this when you have the item and need the payment point.,where do i pay | checkout,,,,,,,,,new starter family
shop-6,shopping-exchange,Exchange this,shopping,Shopping,I want to exchange this,Tôi muốn đổi cái này,toy moo-on doy gai nai,shop-6,ready,premium,say-first,Use this when the item is wrong after purchase and you need an exchange.,exchange this | return,,,,,,,,,premium-only shopping family
phone-1,phone-wifi-password,Wi-Fi password,phone-internet-power,"Phone, Internet & Power",What is the Wi-Fi password?,Mật khẩu Wi-Fi là gì?,mat khau wai-fai la zee,phone-1,ready,starter,say-first,Use this when Wi-Fi exists but you need the password.,wifi password | wi-fi | internet,,,,,,,,,new starter family
phone-wifi-common,phone-wifi-password,Wi-Fi password,phone-internet-power,"Phone, Internet & Power",What is the Wi-Fi password?,Pass Wi-Fi là gì?,pas wai-fai la zee,phone-wifi-common,ready,premium,also-common,Use this as a common mixed-language alternative you may hear back.,wifi password | pass wifi,,,,,,,,,premium recognition variant
phone-2,phone-sim,SIM cards,phone-internet-power,"Phone, Internet & Power",Do you sell SIM cards?,Có bán SIM không?,koh ban sim khong,phone-2,ready,starter,say-first,Use this in convenience stores or phone shops when you still need a SIM.,sell sim | sim cards,,,,,,,,,new starter family
phone-3,phone-battery-dead,Battery dead,phone-internet-power,"Phone, Internet & Power",My phone battery is dead,Điện thoại tôi hết pin rồi,dyen thoai toy het pin roy,phone-3,ready,starter,say-first,Use this before asking for a charger or outlet.,battery dead | phone dead,,,,,,,,,new starter family
phone-4,phone-charger,Charger,phone-internet-power,"Phone, Internet & Power",Do you have a charger?,Có sạc không?,koh sahk khong,phone-4,ready,starter,say-first,Use this when you need any charger before you explain more detail.,charger,,,,,,,,,new starter family
phone-5,phone-charge-here,Charge my phone here,phone-internet-power,"Phone, Internet & Power",Can I charge my phone here?,Tôi sạc điện thoại ở đây được không?,toy sahk dyen thoai uh day dook khong,phone-5,ready,starter,say-first,Use this when the place has power and you need permission or a spot to charge.,charge phone here | plug in,,,,,,,,,resolved hold-review replacement
phone-6,phone-data-topup,Data top-up,phone-internet-power,"Phone, Internet & Power",I need a data top-up,Tôi cần nạp thêm dữ liệu,toy gun nap them yoo lee-ew,phone-6,ready,premium,say-first,Use this when your SIM works but the data balance is gone.,top up data | data top up,,,,,,,,,premium-only phone family
phone-7,phone-esim,eSIM not working,phone-internet-power,"Phone, Internet & Power",My eSIM is not working,eSIM của tôi không hoạt động,ee-sim koo-ah toy khong hwat dohng,phone-7,ready,premium,say-first,Use this when the eSIM setup failed or stopped working.,esim not working | esim,,,,,,,,,premium-only phone family
bath-1,bathroom-where,Bathroom,bathroom-personal-needs,Bathroom & Personal Needs,Where is the bathroom?,Nhà vệ sinh ở đâu?,nya veh sinh uh dow,bath-1,ready,starter,say-first,Use this when you need the restroom immediately.,bathroom | toilet | restroom,,,,,,,,,new starter family
bath-2,bathroom-paper,Toilet paper,bathroom-personal-needs,Bathroom & Personal Needs,Do you have toilet paper?,Có giấy vệ sinh không?,koh zai veh sinh khong,bath-2,ready,starter,say-first,Use this when the restroom is missing toilet paper.,toilet paper,,,,,,,,,new starter family
bathroom-use,bathroom-use,Use the bathroom,bathroom-personal-needs,Bathroom & Personal Needs,Can I use the bathroom?,Tôi dùng nhà vệ sinh được không?,toy zoong nya veh sinh dook khong,bathroom-use,ready,starter,say-first,Use this when the bathroom exists but you need permission to use it.,use the bathroom | can i use the bathroom,,,,,,,,,resolved hold-review primary
bath-3,bathroom-soap,Soap,bathroom-personal-needs,Bathroom & Personal Needs,Do you have soap?,Có xà phòng không?,koh sa fong khong,bath-3,ready,starter,say-first,Use this when the sink area is missing soap.,soap,,,,,,,,,new starter family
bath-4,bathroom-wash-hands,Wash my hands,bathroom-personal-needs,Bathroom & Personal Needs,Can I wash my hands here?,Tôi rửa tay ở đây được không?,toy zoo-ah tai uh day dook khong,bath-4,ready,starter,say-first,Use this when you only need a sink or hand-washing spot.,wash my hands,,,,,,,,,new starter family
bath-5,bathroom-water,I need water,bathroom-personal-needs,Bathroom & Personal Needs,I need water,Tôi cần nước,toy gun nook,bath-5,ready,starter,say-first,Use this when drinking water or rinse water is the immediate need.,water,,,,,,,,,new starter family
bath-6,bathroom-shower,Shower,bathroom-personal-needs,Bathroom & Personal Needs,Is there a shower here?,Ở đây có chỗ tắm không?,uh day koh choh tam khong,bath-6,ready,premium,say-first,"Use this at gyms, hostels, transit lounges, or overnight stops.",shower,,,,,,,,,premium-only bathroom family
emergency-1,emergency-police,Call the police,emergency-safety,Emergency & Safety,Call the police,Gọi công an,goy kong an,emergency-1,ready,starter,say-first,Use this when police help is needed right now.,call police | police,,,,,,,,,new starter family
emergency-2,emergency-ambulance,Call an ambulance,emergency-safety,Emergency & Safety,Call an ambulance,Gọi xe cứu thương,goy seh koo-ah thu-ong,emergency-2,ready,starter,say-first,Use this when someone needs urgent medical transport.,call ambulance | ambulance,,,,,,,,,new starter family
emergency-3,emergency-passport,I lost my passport,emergency-safety,Emergency & Safety,I lost my passport,Tôi mất hộ chiếu,toy mut hoh chee-u,emergency-3,ready,starter,say-first,Use this when you need immediate help after losing your passport.,lost passport | passport,,,,,,,,,new starter family
