"phrase_id","scenario_id","family_id","family_title","family_summary","audio_key","english_text","target_text","canonical_target_text","pronunciation","access_tier","variant_role","context","you_may_hear","search_aliases","warning_note_type","audio_status","emoji","notes","status"
"emergency-premium-wallet-stolen","emergency-safety","emergency-wallet-stolen","Report a stolen wallet","Wallet theft is different from a missing bag because it hits cards, cash, and ID all at once.","emergency-premium-wallet-stolen","My wallet was stolen.","VÃ­ cá»§a tÃ´i Ä‘Ã£ bá»‹ Ä‘Ã¡nh cáº¯p.","VÃ­ cá»§a tÃ´i Ä‘Ã£ bá»‹ Ä‘Ã¡nh cáº¯p.","Vi cua toi da bi danh cap","premium","say-first","Use this when the missing item contains money, cards, or identification and theft is the problem.","","wallet stolen|my wallet was stolen|stolen wallet","","planned","ðŸ‘›","Phase 1B premium emergency scaffold, historical source-lane record; current live Viet seam already covers this row","approved"
"emergency-premium-passport-report","emergency-safety","emergency-passport-report","Ask for a passport-loss report","Passport loss becomes real travel paralysis fast, so premium should cover the exact official document the traveler needs next.","emergency-premium-passport-report","I need a report for my lost passport.","TÃ´i cáº§n má»™t bÃ¡o cÃ¡o vá» há»™ chiáº¿u bá»‹ máº¥t cá»§a tÃ´i.","TÃ´i cáº§n má»™t bÃ¡o cÃ¡o vá» há»™ chiáº¿u bá»‹ máº¥t cá»§a tÃ´i.","Toi can mot bao cao ve ho chieu bi mat cua toi","premium","say-first","Use this when you need the police report or official record required for embassy or replacement help.","","report for lost passport|lost passport report|passport report","","planned","ðŸ›‚","Phase 1B premium emergency scaffold, historical source-lane record; current live Viet seam already covers this row","approved"
"emergency-premium-take-me-safe","emergency-safety","emergency-take-me-safe","Ask to go somewhere safe now","This is the direct safety recovery line for the moment when staying in place no longer feels acceptable.","emergency-premium-take-me-safe","Please take me somewhere safe.","LÃ m Æ¡n Ä‘Æ°a tÃ´i Ä‘áº¿n nÆ¡i nÃ o Ä‘Ã³ an toÃ n.","LÃ m Æ¡n Ä‘Æ°a tÃ´i Ä‘áº¿n nÆ¡i nÃ o Ä‘Ã³ an toÃ n.","Lam on dua toi den noi nao do an toan","premium","say-first","Use this when you need to leave the current location immediately and get to a safer place.","","take me somewhere safe|somewhere safe|help me get somewhere safe","","planned","ðŸ›Ÿ","Phase 1B premium emergency scaffold, historical source-lane record; current live Viet seam already covers this row","approved"
"v500-poli-basi-yes","polite-basics","v500-poli-basi-yes","Yes","Use this when you need to say yes.","v500-poli-basi-yes","Yes","ÄÃºng","ÄÃºng","Dung","starter","say-first","Use this in short everyday travel exchanges when you want to stay polite without overexplaining.","","yes","","planned","ðŸ™","autonomous-500 cleanup historical source-lane record: Essentials & Politeness / Yes, No & Permissions / keep_as_is; selected as starter fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-unde-repa-please-say-it-slowly","understanding-repair","v500-unde-repa-please-say-it-slowly","Please say it slowly","Use this when you need direct help with the next step.","v500-unde-repa-please-say-it-slowly","Please say it slowly","HÃ£y nÃ³i tá»« tá»« nhÃ©","HÃ£y nÃ³i tá»« tá»« nhÃ©","Hay noi tu tu nhe","starter","say-first","Use this when the conversation is stuck and you need a clearer next step fast.","","please say it slowly","","planned","ðŸ§©","autonomous-500 cleanup historical source-lane record: Language Repair & Clarifying / Repeat & Slow Down / keep_as_is; selected as starter fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-hote-acco-the-door-does-not-lock","hotel-accommodation","v500-hote-acco-the-door-does-not-lock","The door does not lock","Use this when you need to say the door does not lock.","v500-hote-acco-the-door-does-not-lock","The door does not lock","Cá»­a khÃ´ng khÃ³a","Cá»­a khÃ´ng khÃ³a","Cua khong khoa","starter","say-first","Use this at the front desk or in the room when you need the hotel to fix the next step.","","the door does not lock","","planned","ðŸ¨","autonomous-500 cleanup historical source-lane record: Hotel & Accommodation / Room Problems / keep_as_is; selected as starter fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-mone-numb-pric-the-atm-kept-my-card","money-numbers-prices","v500-mone-numb-pric-the-atm-kept-my-card","The ATM kept my card","Use this when you need to say the atm kept my card.","v500-mone-numb-pric-the-atm-kept-my-card","The ATM kept my card","ATM Ä‘Ã£ giá»¯ tháº» cá»§a tÃ´i","ATM Ä‘Ã£ giá»¯ tháº» cá»§a tÃ´i","ATM da giu the cua toi","starter","say-first","Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","","the atm kept my card","","planned","ðŸ’µ","autonomous-500 cleanup historical source-lane record: Money, Prices & Payment / ATM & Currency Exchange / keep_as_is; selected as starter fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-where-is-the-nearest-restroom","directions-navigation","v500-dire-navi-where-is-the-nearest-restroom","Where is the nearest restroom","Ask this when you need where is the nearest restroom.","v500-dire-navi-where-is-the-nearest-restroom","Where is the nearest restroom?","NhÃ  vá»‡ sinh gáº§n nháº¥t á»Ÿ Ä‘Ã¢u?","NhÃ  vá»‡ sinh gáº§n nháº¥t á»Ÿ Ä‘Ã¢u?","Nha ve sinh gan nhat o dau","starter","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","where is the nearest restroom?|where is the nearest restroom","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Asking Where / keep_as_is; selected as starter fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-here-is-my-visa","airport-border-arrival","v500-airp-bord-arri-here-is-my-visa","Here is my visa","Use this when you need to say here is my visa.","v500-airp-bord-arri-here-is-my-visa","Here is my visa","ÄÃ¢y lÃ  thá»‹ thá»±c cá»§a tÃ´i","ÄÃ¢y lÃ  thá»‹ thá»±c cá»§a tÃ´i","Day la thi thuc cua toi","starter","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","here is my visa","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Immigration & Documents / keep_as_is; selected as starter fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-where-is-the-atm","airport-border-arrival","v500-airp-bord-arri-where-is-the-atm","Where is the ATM","Ask this when you need where is the atm.","v500-airp-bord-arri-where-is-the-atm","Where is the ATM?","ATM á»Ÿ Ä‘Ã¢u?","ATM á»Ÿ Ä‘Ã¢u?","ATM o dau","starter","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","where is the atm?|where is the atm","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Airport Services & Facilities / keep_as_is; selected as starter fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-here-is-my-passport","airport-border-arrival","v500-airp-bord-arri-here-is-my-passport","Here is my passport","Use this when you need to say here is my passport.","v500-airp-bord-arri-here-is-my-passport","Here is my passport","ÄÃ¢y lÃ  há»™ chiáº¿u cá»§a tÃ´i","ÄÃ¢y lÃ  há»™ chiáº¿u cá»§a tÃ´i","Day la ho chieu cua toi","starter","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","here is my passport","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Immigration & Documents / keep_as_is; selected as starter fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-heal-phar-i-feel-dizzy","health-pharmacy","v500-heal-phar-i-feel-dizzy","I feel dizzy","Use this when you need to explain that i feel dizzy.","v500-heal-phar-i-feel-dizzy","I feel dizzy","tÃ´i cáº£m tháº¥y chÃ³ng máº·t","tÃ´i cáº£m tháº¥y chÃ³ng máº·t","toi cam thay chong mat","starter","say-first","Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.","","i feel dizzy","","planned","ðŸ’Š","autonomous-500 cleanup historical source-lane record: Health, Pharmacy & Medical / Symptoms & Pain / keep_as_is; selected as starter fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-prob-help-i-need-help-now","problems-help","v500-prob-help-i-need-help-now","I need help now","Use this when you need to explain that i need help now.","v500-prob-help-i-need-help-now","I need help now","TÃ´i cáº§n giÃºp Ä‘á»¡ bÃ¢y giá»","TÃ´i cáº§n giÃºp Ä‘á»¡ bÃ¢y giá»","Toi can giup do bay gio","starter","say-first","Use this when the trip is off track and you need another person to help solve the practical problem.","","i need help now","","planned","ðŸ†˜","autonomous-500 cleanup historical source-lane record: Safety, Problems & Emergency Help / General Help & Urgency / keep_as_is; selected as starter fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-time-date-book-is-there-a-wait","time-dates-booking","v500-time-date-book-is-there-a-wait","Is there a wait","Ask this when you need is there a wait.","v500-time-date-book-is-there-a-wait","Is there a wait?","CÃ³ chá» Ä‘á»£i khÃ´ng?","CÃ³ chá» Ä‘á»£i khÃ´ng?","Co cho doi khong","starter","say-first","Use this when you need the exact time, date, booking detail, or schedule change to be clear.","","is there a wait?|is there a wait","","planned","ðŸ•’","autonomous-500 cleanup historical source-lane record: Tickets, Time & Bookings / Queues, Waiting & Availability / keep_as_is; selected as starter fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-time-date-book-one-ticket-please","time-dates-booking","v500-time-date-book-one-ticket-please","One ticket, please","Use this when you need to say one ticket, please.","v500-time-date-book-one-ticket-please","One ticket, please","Xin má»™t vÃ©","Xin má»™t vÃ©","Xin mot ve","starter","say-first","Use this when you need the exact time, date, booking detail, or schedule change to be clear.","","one ticket, please|one ticket please","","planned","ðŸ•’","autonomous-500 cleanup historical source-lane record: Tickets, Time & Bookings / Tickets, Seats & Entry / keep_as_is; selected as starter fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-shop-how-much-is-this-item","shopping","v500-shop-how-much-is-this-item","How much is this item","Ask this when you need how much is this item.","v500-shop-how-much-is-this-item","How much is this item?","Máº·t hÃ ng nÃ y giÃ¡ bao nhiÃªu?","Máº·t hÃ ng nÃ y giÃ¡ bao nhiÃªu?","Mat hang nay gia bao nhieu","starter","say-first","Use this while comparing items, checking fit, or fixing a purchase problem at the counter.","","how much is this item?|how much is this item","","planned","ðŸ›ï¸","autonomous-500 cleanup historical source-lane record: Shopping & Markets / Browsing & Availability / keep_as_is; selected as starter fill in the historical lane; current live Viet seam already covers this row","approved"
