patch_id,page_id,phrase_id,review_status,import_approval,operation,target_id,target_order,current_value,proposed_value,reason_for_change,new_linked_phrase_required,canonical_target_id,audio_policy,asset_policy,validator_rule,jojo_question
B001-REL-138,viet-phrase-acknowledge-da-chao-anh,acknowledge-da-chao-anh,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:1d10016aad1704c8,0,"{""target_id"":""viet-phrase-hello-chao-anh"",""target_page_id"":""viet-phrase-hello-chao-anh"",""relation_type"":""see_also"",""display_label"":""Relationship words"",""reason"":""Authored Relationship words row links these phrase pages.""}","{""target_id"":""viet-phrase-hello-chao-anh"",""target_page_id"":""viet-phrase-hello-chao-anh"",""display_label"":""Relationship words"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hello-chao-anh,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-139,viet-phrase-acknowledge-da-chao-anh,acknowledge-da-chao-anh,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:85d1bd57534bcbb9,0,"{""target_id"":""viet-phrase-ves-do-you-speak-english-anh"",""target_page_id"":""viet-phrase-ves-do-you-speak-english-anh"",""relation_type"":""see_also"",""display_label"":""Relationship swaps"",""reason"":""Authored Relationship swaps row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-do-you-speak-english-anh"",""target_page_id"":""viet-phrase-ves-do-you-speak-english-anh"",""display_label"":""Relationship swaps"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-ves-do-you-speak-english-anh,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-140,viet-phrase-acknowledge-da-chao-anh,acknowledge-da-chao-anh,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:8a4ec1a7c82457db,0,"{""target_id"":""viet-phrase-acknowledge-da-chao-chi"",""target_page_id"":""viet-phrase-acknowledge-da-chao-chi"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Fallback Explore next row from neighboring phrases in the same travel category.""}","{""target_id"":""viet-phrase-acknowledge-da-chao-chi"",""target_page_id"":""viet-phrase-acknowledge-da-chao-chi"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-acknowledge-da-chao-chi,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-141,viet-phrase-acknowledge-da-chao-anh,acknowledge-da-chao-anh,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:513dfd5314f02ff2,1,"{""target_id"":""viet-phrase-acknowledge-duoc"",""target_page_id"":""viet-phrase-acknowledge-duoc"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Fallback Explore next row from neighboring phrases in the same travel category.""}","{""target_id"":""viet-phrase-acknowledge-duoc"",""target_page_id"":""viet-phrase-acknowledge-duoc"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-acknowledge-duoc,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-142,viet-phrase-acknowledge-da-chao-anh,acknowledge-da-chao-anh,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:21dbb3bc10c28211,2,"{""target_id"":""viet-phrase-acknowledge-da-chao-co"",""target_page_id"":""viet-phrase-acknowledge-da-chao-co"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Fallback Explore next row from neighboring phrases in the same travel category.""}","{""target_id"":""viet-phrase-acknowledge-da-chao-co"",""target_page_id"":""viet-phrase-acknowledge-da-chao-co"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-acknowledge-da-chao-co,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-143,viet-phrase-v500-airp-bord-arri-where-is-the-taxi-counter,v500-airp-bord-arri-where-is-the-taxi-counter,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:2ea2435a945ebc8d,0,"{""target_id"":""viet-phrase-airport-1"",""target_page_id"":""viet-phrase-airport-1"",""relation_type"":""see_also"",""display_label"":""Useful nearby phrases"",""reason"":""Authored Useful nearby phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-airport-1"",""target_page_id"":""viet-phrase-airport-1"",""display_label"":""Useful nearby phrases"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-airport-1,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-144,viet-phrase-v500-airp-bord-arri-where-is-the-taxi-counter,v500-airp-bord-arri-where-is-the-taxi-counter,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:ecc3e5e2c70d7ae2,0,"{""target_id"":""viet-phrase-airport-5"",""target_page_id"":""viet-phrase-airport-5"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-airport-5"",""target_page_id"":""viet-phrase-airport-5"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-airport-5,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-145,viet-phrase-v500-airp-bord-arri-where-is-the-taxi-counter,v500-airp-bord-arri-where-is-the-taxi-counter,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:3d89a476988dc9ec,1,"{""target_id"":""viet-phrase-airport-pickup-clearer"",""target_page_id"":""viet-phrase-airport-pickup-clearer"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-airport-pickup-clearer"",""target_page_id"":""viet-phrase-airport-pickup-clearer"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-airport-pickup-clearer,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-146,viet-phrase-v500-airp-bord-arri-where-is-the-taxi-counter,v500-airp-bord-arri-where-is-the-taxi-counter,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:a622709c86b213c8,1,"{""target_id"":""viet-phrase-airport-2"",""target_page_id"":""viet-phrase-airport-2"",""relation_type"":""see_also"",""display_label"":""Useful nearby phrases"",""reason"":""Authored Useful nearby phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-airport-2"",""target_page_id"":""viet-phrase-airport-2"",""display_label"":""Useful nearby phrases"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-airport-2,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-147,viet-phrase-v500-airp-bord-arri-where-is-the-taxi-counter,v500-airp-bord-arri-where-is-the-taxi-counter,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:0f197056a6e69db1,2,"{""target_id"":""viet-phrase-airport-3"",""target_page_id"":""viet-phrase-airport-3"",""relation_type"":""see_also"",""display_label"":""Useful nearby phrases"",""reason"":""Authored Useful nearby phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-airport-3"",""target_page_id"":""viet-phrase-airport-3"",""display_label"":""Useful nearby phrases"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-airport-3,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-148,viet-phrase-v500-airp-bord-arri-where-is-the-taxi-counter,v500-airp-bord-arri-where-is-the-taxi-counter,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:89994ad58f2b13eb,2,"{""target_id"":""viet-phrase-airport-6"",""target_page_id"":""viet-phrase-airport-6"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-airport-6"",""target_page_id"":""viet-phrase-airport-6"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-airport-6,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-149,viet-phrase-v500-airp-bord-arri-where-is-the-taxi-counter,v500-airp-bord-arri-where-is-the-taxi-counter,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:b113543b4cd58e79,3,"{""target_id"":""viet-phrase-airport-7"",""target_page_id"":""viet-phrase-airport-7"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-airport-7"",""target_page_id"":""viet-phrase-airport-7"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":3,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-airport-7,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-150,viet-phrase-v500-airp-bord-arri-where-is-the-taxi-counter,v500-airp-bord-arri-where-is-the-taxi-counter,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:a27edbce0d048fd4,4,"{""target_id"":""viet-phrase-v500-airp-bord-arri-here-is-my-visa"",""target_page_id"":""viet-phrase-v500-airp-bord-arri-here-is-my-visa"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-v500-airp-bord-arri-here-is-my-visa"",""target_page_id"":""viet-phrase-v500-airp-bord-arri-here-is-my-visa"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":4,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-v500-airp-bord-arri-here-is-my-visa,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-151,viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag,v900-airp-bord-arri-can-you-help-me-track-my-bag,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:c2e5f534f18a21a5,0,"{""target_id"":""viet-phrase-airport-1"",""target_page_id"":""viet-phrase-airport-1"",""relation_type"":""see_also"",""display_label"":""Useful nearby phrases"",""reason"":""Authored Useful nearby phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-airport-1"",""target_page_id"":""viet-phrase-airport-1"",""display_label"":""Useful nearby phrases"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-airport-1,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-152,viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag,v900-airp-bord-arri-can-you-help-me-track-my-bag,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:c917dc949997947c,0,"{""target_id"":""viet-phrase-airport-5"",""target_page_id"":""viet-phrase-airport-5"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-airport-5"",""target_page_id"":""viet-phrase-airport-5"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-airport-5,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-153,viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag,v900-airp-bord-arri-can-you-help-me-track-my-bag,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:4033e662f780bd56,1,"{""target_id"":""viet-phrase-airport-2"",""target_page_id"":""viet-phrase-airport-2"",""relation_type"":""see_also"",""display_label"":""Useful nearby phrases"",""reason"":""Authored Useful nearby phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-airport-2"",""target_page_id"":""viet-phrase-airport-2"",""display_label"":""Useful nearby phrases"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-airport-2,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-154,viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag,v900-airp-bord-arri-can-you-help-me-track-my-bag,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:a112242d658f9998,1,"{""target_id"":""viet-phrase-airport-pickup-clearer"",""target_page_id"":""viet-phrase-airport-pickup-clearer"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-airport-pickup-clearer"",""target_page_id"":""viet-phrase-airport-pickup-clearer"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-airport-pickup-clearer,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-155,viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag,v900-airp-bord-arri-can-you-help-me-track-my-bag,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:a068ddcd46e398f4,2,"{""target_id"":""viet-phrase-airport-6"",""target_page_id"":""viet-phrase-airport-6"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-airport-6"",""target_page_id"":""viet-phrase-airport-6"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-airport-6,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-156,viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag,v900-airp-bord-arri-can-you-help-me-track-my-bag,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:d285a255f10ebbe0,2,"{""target_id"":""viet-phrase-airport-3"",""target_page_id"":""viet-phrase-airport-3"",""relation_type"":""see_also"",""display_label"":""Useful nearby phrases"",""reason"":""Authored Useful nearby phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-airport-3"",""target_page_id"":""viet-phrase-airport-3"",""display_label"":""Useful nearby phrases"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-airport-3,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-157,viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag,v900-airp-bord-arri-can-you-help-me-track-my-bag,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:760ec999222eaa89,3,"{""target_id"":""viet-phrase-airport-7"",""target_page_id"":""viet-phrase-airport-7"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-airport-7"",""target_page_id"":""viet-phrase-airport-7"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":3,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-airport-7,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-158,viet-phrase-v900-airp-bord-arri-can-you-help-me-track-my-bag,v900-airp-bord-arri-can-you-help-me-track-my-bag,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:504334bd85eb257d,4,"{""target_id"":""viet-phrase-v500-airp-bord-arri-here-is-my-visa"",""target_page_id"":""viet-phrase-v500-airp-bord-arri-here-is-my-visa"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-v500-airp-bord-arri-here-is-my-visa"",""target_page_id"":""viet-phrase-v500-airp-bord-arri-here-is-my-visa"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":4,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-v500-airp-bord-arri-here-is-my-visa,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-159,viet-phrase-hotel-9,hotel-9,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:1414ca52f5b3138e,0,"{""target_id"":""viet-phrase-hotel-3"",""target_page_id"":""viet-phrase-hotel-3"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-3"",""target_page_id"":""viet-phrase-hotel-3"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-3,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-160,viet-phrase-hotel-9,hotel-9,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:a597feaf8b7ac6a8,0,"{""target_id"":""viet-phrase-hotel-1"",""target_page_id"":""viet-phrase-hotel-1"",""relation_type"":""see_also"",""display_label"":""Useful nearby phrases"",""reason"":""Authored Useful nearby phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-1"",""target_page_id"":""viet-phrase-hotel-1"",""display_label"":""Useful nearby phrases"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-1,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-161,viet-phrase-hotel-9,hotel-9,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:64f7b9dff499c8f5,1,"{""target_id"":""viet-phrase-hotel-quiet-room"",""target_page_id"":""viet-phrase-hotel-quiet-room"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-quiet-room"",""target_page_id"":""viet-phrase-hotel-quiet-room"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-quiet-room,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-162,viet-phrase-hotel-9,hotel-9,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:cb19ac55433d0aa8,1,"{""target_id"":""viet-phrase-hotel-2"",""target_page_id"":""viet-phrase-hotel-2"",""relation_type"":""see_also"",""display_label"":""Useful nearby phrases"",""reason"":""Authored Useful nearby phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-2"",""target_page_id"":""viet-phrase-hotel-2"",""display_label"":""Useful nearby phrases"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-2,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-163,viet-phrase-hotel-9,hotel-9,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:1071537fa3095114,2,"{""target_id"":""viet-phrase-hotel-check-in-polite"",""target_page_id"":""viet-phrase-hotel-check-in-polite"",""relation_type"":""see_also"",""display_label"":""Useful nearby phrases"",""reason"":""Authored Useful nearby phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-check-in-polite"",""target_page_id"":""viet-phrase-hotel-check-in-polite"",""display_label"":""Useful nearby phrases"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-check-in-polite,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-164,viet-phrase-hotel-9,hotel-9,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:d1961a6b389c8d9c,2,"{""target_id"":""viet-phrase-hotel-checkout"",""target_page_id"":""viet-phrase-hotel-checkout"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-checkout"",""target_page_id"":""viet-phrase-hotel-checkout"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-checkout,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-165,viet-phrase-hotel-9,hotel-9,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:ce49d40b0b22bb39,3,"{""target_id"":""viet-phrase-hotel-4"",""target_page_id"":""viet-phrase-hotel-4"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-4"",""target_page_id"":""viet-phrase-hotel-4"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":3,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-4,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-166,viet-phrase-hotel-9,hotel-9,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:3a8b09926d05954e,4,"{""target_id"":""viet-phrase-hotel-5"",""target_page_id"":""viet-phrase-hotel-5"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-5"",""target_page_id"":""viet-phrase-hotel-5"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":4,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-5,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-167,viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me,v900-hote-acco-can-you-arrange-a-taxi-for-me,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:41dc9372f2c2ddb5,0,"{""target_id"":""viet-phrase-hotel-3"",""target_page_id"":""viet-phrase-hotel-3"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-3"",""target_page_id"":""viet-phrase-hotel-3"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-3,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-168,viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me,v900-hote-acco-can-you-arrange-a-taxi-for-me,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:b5e5f2765c0dbbd5,0,"{""target_id"":""viet-phrase-hotel-1"",""target_page_id"":""viet-phrase-hotel-1"",""relation_type"":""see_also"",""display_label"":""Useful nearby phrases"",""reason"":""Authored Useful nearby phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-1"",""target_page_id"":""viet-phrase-hotel-1"",""display_label"":""Useful nearby phrases"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-1,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-169,viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me,v900-hote-acco-can-you-arrange-a-taxi-for-me,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:2497d3cd7b968f13,1,"{""target_id"":""viet-phrase-hotel-2"",""target_page_id"":""viet-phrase-hotel-2"",""relation_type"":""see_also"",""display_label"":""Useful nearby phrases"",""reason"":""Authored Useful nearby phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-2"",""target_page_id"":""viet-phrase-hotel-2"",""display_label"":""Useful nearby phrases"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-2,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-170,viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me,v900-hote-acco-can-you-arrange-a-taxi-for-me,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:9a94af99c4f8851b,1,"{""target_id"":""viet-phrase-hotel-quiet-room"",""target_page_id"":""viet-phrase-hotel-quiet-room"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-quiet-room"",""target_page_id"":""viet-phrase-hotel-quiet-room"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-quiet-room,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-171,viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me,v900-hote-acco-can-you-arrange-a-taxi-for-me,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:26879a54193e4221,2,"{""target_id"":""viet-phrase-hotel-checkout"",""target_page_id"":""viet-phrase-hotel-checkout"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-checkout"",""target_page_id"":""viet-phrase-hotel-checkout"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-checkout,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-172,viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me,v900-hote-acco-can-you-arrange-a-taxi-for-me,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:43dcdd75a259e1c7,2,"{""target_id"":""viet-phrase-hotel-check-in-polite"",""target_page_id"":""viet-phrase-hotel-check-in-polite"",""relation_type"":""see_also"",""display_label"":""Useful nearby phrases"",""reason"":""Authored Useful nearby phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-check-in-polite"",""target_page_id"":""viet-phrase-hotel-check-in-polite"",""display_label"":""Useful nearby phrases"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-check-in-polite,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-173,viet-phrase-v900-hote-acco-can-you-arrange-a-taxi-for-me,v900-hote-acco-can-you-arrange-a-taxi-for-me,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:5c0611e644cdd303,3,"{""target_id"":""viet-phrase-hotel-4"",""target_page_id"":""viet-phrase-hotel-4"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-hotel-4"",""target_page_id"":""viet-phrase-hotel-4"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":3,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-hotel-4,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
